ZFP39,ENOPH1
FLAD1,CABYR
CALCRL,SH2B1
HIVEP2,MTDH
FDX1,PQLC3
MARK2,PQLC2
MPHOSPH10,PQLC1
EDNRA,2510039O18RIK
NME6,FAM20B
SUMF1,CCDC115
HIVEP2,DCAKD
FLAD1,ABCA8A
HIVEP2,FAM176B
KDM5A,CDC40
MET,CUEDC2
PEX11C,RBBP5
HIVEP2,ZFP830
PEX11A,ACRV1
HIVEP2,0610007P14RIK
HIVEP2,BIN1
HIVEP2,VIPAR
NME6,IFT80
SUMF1,WDR45L
HIVEP2,CLIP1
ICK,SLIT1
MET,SP1
DHX30,HOMER1
SUMF1,FIP1L1
TGFB1I1,HOMER3
ZFP646,CD48
HIVEP2,CD44
HIVEP2,CD47
LMAN1,ATG4B
HIVEP2,ATG4D
TGFB1I1,RAB20
HIVEP2,EIF4E2
HIVEP2,THAP7
HIVEP2,DZIP1L
HIVEP2,RALB
BTG2,FAR1
EDNRA,OBP1A
NME6,PNN
FLAD1,CHID1
NSG2,TRIM11
HIVEP2,RPN1
HIVEP2,AHCTF1
TSPAN8,NQO2
CALCRL,SPRED1
SLC2A1,CCRL2
CDIPT,CHI3L3
HIVEP2,RCBTB2
TGFB1I1,CHI3L1
BTG2,ASB2
HIVEP2,ASB1
HIVEP2,TMEM126B
HIVEP2,SIX5
HDGFL1,SIX6
MARK2,VOPP1
HIVEP2,PLEKHH3
HIVEP2,ATP5SL
HIVEP2,ZFP68
HIVEP2,ZFP62
SLC2A1,MRPL34
HIVEP2,DPY30
HIVEP2,RGS3
TGFB1I1,CYP4B1
ARAP3,ZFP87
DYRK1A,TBL3
D930014E17RIK,ARRDC2
LTBP1,EYA4
MTX1,DBI
TGFB1I1,RFX5
TRIM35,RABGAP1L
TRIM35,ELK3
FAM48A,KTELC1
SLC2A1,STXBP5
HIVEP2,TMEM179B
TGFB1I1,WHSC2
HIVEP2,TMEM43
HIVEP2,TMEM42
HIVEP2,NUP88
HIVEP2,HIF1A
TGFB1I1,FOXP1
NSG2,ADNP
HIVEP2,FOXP4
HIVEP2,COPS3
MPHOSPH10,GGCT
HIVEP2,YTHDF3
HIVEP2,MED1
HIVEP2,MED7
DHX30,MED8
ZFP346,MED9
SUMF1,PIGF
SLC2A1,SUB1
TSPAN8,TREX1
DHX30,H2-Q10
IKZF5,ITIH4
HIVEP2,CBX1
DGKA,ANGPTL3
MPHOSPH10,TNS1
NPAS1,FAM135A
TGFB1I1,IGF1
CDIPT,DPYSL3
FKBP10,TCF3
DGKA,ARID2
ANKRD23,NUDT4
TGFB1I1,NUDT5
HIVEP2,NUDT6
HIVEP2,NUDT7
MARK2,IGFBP3
MAN1A2,IGFBP6
HIVEP2,IGFBP7
SLC2A1,IGFBP4
TGFB1I1,IGFBP5
LMAN1,CKLF
CALCRL,D17WSU104E
HIVEP2,ABTB1
MET,CYP27A1
HIVEP2,TRIM8
TRIM35,PFN2
NSG2,CREM
CALCRL,GAS1
HIVEP2,TMEM219
TGFB1I1,TRIM2
HIVEP2,FBXL20
HIVEP2,COX15
HIVEP2,PDGFRB
HIVEP2,TMC6
NAPB,APIP
TGFB1I1,AMPD3
IKZF5,AA960436
HIVEP2,TXNIP
DGKA,LRRC3B
HIVEP2,IFT140
DICER1,ECD
MPHOSPH10,TMEM14C
HIVEP2,SLC22A13
CALCRL,TPM3
BTG2,TPM1
DICER1,FBXW8
HIVEP2,DSTYK
TRIM35,THYN1
HIVEP2,FBXW7
KDM5A,TGFBR3
HIVEP2,CASP6
CDIPT,CLIC4
BTG2,CLIC5
BTG2,CLIC1
SAMD10,YKT6
CALCRL,TMEM144
HDGFL1,DDX19B
HIVEP2,2310003C23RIK
HIVEP2,PPAT
TGFB1I1,ISY1
ZFP629,KTN1
HIVEP2,TCEB3
MARK2,PRDX6
HIVEP2,PRDX2
NFIA,AGRN
HIVEP2,ZMAT3
TRIM35,NR1D1
CALCRL,SMARCA4
LCN2,OTUB2
MPHOSPH10,AXIN2
TGFB1I1,1110004E09RIK
HIVEP2,FYN
GPR172B,5430407P10RIK
HIVEP2,TOR1A
HIVEP2,1810035L17RIK
ZFP629,NAGLU
CALCRL,PDK4
MAN1A2,ST3GAL2
HIVEP2,RAC2
SLC2A1,ST3GAL6
HIVEP2,RUFY1
MPHOSPH10,NINJ1
MPHOSPH10,FCGR2B
EDNRA,ROD1
HIVEP2,LILRB4
TGFB1I1,CYTH3
MPHOSPH10,CYTH2
MAN1A2,PBX2
HIVEP2,DPH5
HIVEP2,DCAF6
MPHOSPH10,CANT1
DGKA,BCKDHA
DGKA,QK
AZIN1,TIMM44
HIVEP2,TUFM
JMJD6,ZFR
DGKA,ZFP759
MPHOSPH10,POLR3K
HIVEP2,WDR20A
TGFB1I1,TTC30B
BTG2,DNMT1
DGKA,PSD3
ACRV1,SRPX2
2310061C15RIK,EIF4ENIF1
HIVEP2,CUL5
DGKA,WDR61
TGFB1I1,WSB1
NAPB,FLCN
DHX30,5730494N06RIK
TGFB1I1,TRIM28
HIVEP2,TRIM24
ATE1,SLC25A1
TSPAN8,TRIM27
EDNRA,PRMT7
TGFB1I1,SLC25A5
ATP1A1,PRMT5
HIVEP2,PNKD
HIVEP2,BRD8
HIVEP2,SFRS12IP1
POLE3,MTPAP
HIVEP2,2310079N02RIK
TGFB1I1,SLC15A4
TGFB1I1,RBM43
TRIM35,ORMDL1
SC5D,PTPN12
DHX30,KIF5B
TGFB1I1,PUF60
MPHOSPH10,F2R
HIVEP2,PIH1D1
HIVEP2,PPDPF
CALCRL,STX5A
TGFB1I1,CD3E
RASSF8,1700034H14RIK
LTBP1,CSF2RA
MAN1A2,MRPL21
HIVEP2,MRPL20
LTBP1,SEH1L
TGFB1I1,FAM48A
HIVEP2,DNAJC24
HIVEP2,MRPL28
HIVEP2,KAT2A
HIVEP2,GAB1
BTG2,SLC31A1
STOML1,IFNGR1
HIVEP2,ZFP628
MPHOSPH10,ZFP629
ACRV1,CD200
LTBP1,NDRG1
NSG2,NDRG3
CDIPT,ZFP622
TGFB1I1,SRSF5
HIVEP2,SRSF7
HIVEP2,SRSF6
HIVEP2,SRSF1
HIVEP2,PPM1B
CDIPT,PPM1A
HIVEP2,SRSF2
HIVEP2,PPM1M
TGFB1I1,ZFP36
DHX30,PPARGC1B
CALCRL,ZYX
NSG2,CX3CL1
HIVEP2,NSMCE1
HIVEP2,UPF3B
HIVEP2,PRKAB1
CALCRL,TSHZ1
HIVEP2,CDK11B
TGFB1I1,RPUSD4
HIVEP2,MRPL2
CDIPT,MRPL1
MET,PTPN3
MPHOSPH10,GCFC1
QDPR,PTPN1
LTBP1,RG9MTD1
CALCRL,BTF3
HIVEP2,ACAD8
HIVEP2,CAMKK1
TGFB1I1,ASPRV1
HIVEP2,BAG2
DHX30,PTDSS2
HIVEP2,MYO1B
TGFB1I1,MSRB2
WIPI1,ADAMTS10
NSG2,DHDH
LTBP1,LY6G6C
IKZF5,UTP11L
CDIPT,C9
HIVEP2,DSG2
TGFB1I1,CPSF3L
HIVEP2,COL4A3BP
MAN1A2,TSSK3
CALCRL,GALNTL2
TGFB1I1,SRR
LTBP1,ZFP148
CALCRL,LGALS3
IKZF5,LGALS2
PDPK1,CP
FAM48A,SLPI
RNF19B,MRPS17
EDNRA,NUP50
HIVEP2,MYL12B
CALCRL,KCNJ8
HIVEP2,EIF2AK4
MPHOSPH10,1600012H06RIK
SLC2A1,TAPBP
BTG2,AGPAT5
HIVEP2,RPRD1B
DHX30,AGPAT3
HIVEP2,AGPAT1
RNF19B,COL1A1
UBFD1,FAM136A
TGFB1I1,NMI
NAPB,CAMK1D
EDNRA,PLAUR
ZFP646,SLCO1B2
HIVEP2,MPDU1
CDIPT,LRRC20
NSG2,NIP7
C1QTNF1,LPGAT1
EDNRA,ANGEL2
DHX30,ANGEL1
HDGFL1,ALDH1A3
HIVEP2,CDC37L1
BTG2,RAB3IL1
GTF2F1,SORBS2
HIVEP2,GCNT3
TRIM35,NAP1L1
HIVEP2,SPAG9
HIVEP2,CATSPER2
PLEKHA2,MAPKAP1
SEPT7,FAM192A
HIVEP2,RGS2
MED25,ATG5
RASSF8,MTAP4
D930014E17RIK,EYA3
ZFP39,SMARCB1
HIVEP2,GIT2
CALCRL,2810416G20RIK
TGFB1I1,CALCRL
DGKA,PIGK
MAN1A2,SERTAD2
TGFB1I1,PIGO
EDNRA,PIGQ
TPCN1,PIGY
KDM5A,GCAP14
TGFB1I1,SNAPC3
DHX30,ANKLE2
ARAP3,FBXO38
NME6,RGL1
HIVEP2,D14ABB1E
TRIM35,KANK2
DHX30,KANK3
HDGFL1,LNPEP
HIVEP2,COL6A2
TGFB1I1,ALPL
UBFD1,FXYD5
HIVEP2,RAB6
HIVEP2,ZFAND5
HDGFL1,MAFK
BTG2,FBP1
TGFB1I1,PLIN4
HIVEP2,FAM107B
MARK2,MAFF
ARHGEF10,ALLC
TEX264,SLC39A14
TGFB1I1,PPPDE1
IKZF5,RBPJ
ZFP13,HSP90AB1
MPHOSPH10,PTP4A1
HIVEP2,PPP1R16B
TRIM35,ZSCAN21
SUMF1,MRPS5
HIVEP2,DNAJC11
TGFB1I1,IFI30
MRPS24,2610024G14RIK
HIVEP2,BMP4
MPHOSPH10,MYLIP
CALCRL,1110005A03RIK
CALCRL,UBR2
FLAD1,ABHD6
NME6,ABHD4
EDNRA,ABHD5
DGKA,TWF1
TGFB1I1,NKIRAS2
CALCRL,NKIRAS1
HIVEP2,TWF2
ZFP646,ACYP1
LTBP1,SOCS3
MPHOSPH10,SC5D
HIVEP2,EIF4G3
HIVEP2,EIF4G1
SLC2A1,SOCS2
FLAD1,ACSL5
HIVEP2,GRB2
TGFB1I1,CHTF8
BTG2,CCNJ
MET,VPS72
MAN1A2,RASSF8
FLAD1,TRIM39
TGFB1I1,RASSF1
HIVEP2,TRIM32
HIVEP2,RASSF3
FXYD5,TRIM30
MPHOSPH10,TRIM35
HDGFL1,SORD
NSG2,FEN1
TRIM35,TCL1B3
HIVEP2,ADAM9
MPHOSPH10,LUC7L
ZFP39,NCKAP1
TGFB1I1,LRRK1
MET,D4WSU53E
ISY1,ABHD12
TGFB1I1,NPC2
BTG2,NGRN
HIVEP2,TGFB1I1
EDNRA,PSME4
TROVE2,IL4RA
TSPAN8,MRPL18
EDNRA,MRPL19
HIVEP2,UBC
SLC2A1,BSDC1
ZBTB43,RHOU
NSG2,ANKRD26
CDIPT,ANKRD24
TSPAN8,ANKRD23
TECRL,ACO1
EDNRA,RHOB
MED25,ETHE1
HIVEP2,INHA
HIVEP2,MPG
DNTTIP2,ABCG2
NSG2,PLSCR2
MPHOSPH10,PLSCR3
ORC4L,LRIG1
PPPDE1,PLSCR1
BTG2,2610036D13RIK
MET,SNCB
HIVEP2,POLRMT
MPHOSPH10,RNF125
HIVEP2,RNF121
ALLC,IQCF4
HIVEP2,IQCF3
HIVEP2,FAM120B
MARK2,BC031353
RCOR3,NCOR2
HIVEP2,QRSL1
MET,FCER1G
TGFB1I1,TEK
CD320,FZD4
TGFB1I1,BTG2
OVGP1,FZD6
FLAD1,ZFP521
CDIPT,ZFP523
D930014E17RIK,BRD2
HIVEP2,ZFP524
PLEC,TRIM33
SALL3,NBN
MAN1A2,GPN1
CDIPT,1700021F05RIK
DHX30,HP
POLD1,APAF1
HIVEP2,RAP2A
DGKA,ZFP36L1
TGFB1I1,GGA3
LCN2,PLCD3
EDNRA,PLCD1
HIVEP2,PHLPP1
ZFP39,ADK
HIVEP2,HIST1H1C
3110057O12RIK,ADH1
HIVEP2,ANKZF1
DHX30,SOS2
SUMF1,EMILIN1
SUMF1,TACC2
HIVEP2,JDP2
PGM2,CMTM2A
TSPAN8,CTGF
HIVEP2,PRM1
MPHOSPH10,PSMB9
ZFP646,PRKACB
MPHOSPH10,HIVEP2
TRIM35,AKR1C20
HIVEP2,FAM115A
DHX30,CAB39
HIVEP2,BC005537
MARK2,NOTCH3
HIVEP2,P2RX5
MAN1A2,2310061C15RIK
HIVEP2,4732418C07RIK
HIVEP2,BCL2L12
BTG2,PRPF19
DHX30,ITPA
SEPT7,IL1R1
FLAD1,ACOT10
HIVEP2,SSR4
HIVEP2,SIN3B
TRIM35,FAM179A
HIVEP2,SIN3A
DHX30,TRAF3
HIVEP2,TRAF7
SALL3,GTF2H2
HIVEP2,ESD
HIVEP2,LRRC57
SEPT7,TMEM168
IKZF5,LRRC58
HIVEP2,LRRC59
HIVEP2,COX7A2L
MPHOSPH10,DIS3
NME6,NICN1
DHX30,2210018M11RIK
HIVEP2,TAB2
ATP1A1,PMVK
1110057K04RIK,LMNA
CDIPT,KLHDC8A
SLC2A1,GNA11
TRIM35,ATF5
TGFB1I1,ATF4
GMPPA,SLC4A1AP
HIVEP2,PPCS
C1QTNF1,TAP1
MPHOSPH10,SMARCC1
ZFP646,PPAP2B
TGFB1I1,PPAP2A
HIVEP2,ZCCHC14
ANP32E,TMCO3
IKZF5,IL6ST
SLC2A1,SFRS13A
TROVE2,MOCS2
HDGFL1,MOCS1
HIVEP2,SBF2
TGFB1I1,DBN1
NME6,SPNB2
ISY1,COMMD9
HIVEP2,FKBP10
TGFB1I1,SAMD10
CALCRL,PPP2R4
MPHOSPH10,ZFP191
FXYD5,SRPK2
KDM5A,1600012F09RIK
NSG2,ZMYM3
HIVEP2,IGF1R
KDM5A,CAMK2D
DHX30,CAMK2A
HIVEP2,SLC45A3
EDNRA,STK4
ZFP13,IFRD1
CDIPT,OSBPL3
HIVEP2,CXCL12
FLAD1,GTF2F1
POLE3,AKAP1
HIVEP2,UCKL1
BTG2,AKAP8
BTG2,AKAP9
MPHOSPH10,SNRNP27
HIVEP2,ARHGAP12
FXYD5,NFU1
NME6,RAPGEF3
SEPT7,POLR1C
HIVEP2,9130401M01RIK
HIVEP2,1810074P20RIK
FLAD1,COL3A1
CDIPT,CHKA
STEAP4,OVGP1
LTBP1,WDR45
CCND2,AHSA1
SLC2A1,JAK2
CYTH2,ZFP869
HIVEP2,NR1H2
ZFP39,NR1H3
MPHOSPH10,1300014I06RIK
HIVEP2,HOXB8
HIVEP2,CXXC5
DGKA,3110009E18RIK
DGKA,DST
HIVEP2,UCK2
EDNRA,CUX1
EDNRA,RNF41
HIVEP2,PPARA
CALCRL,BRF2
HIVEP2,ING1
MARK2,GSTO2
SLC2A1,RHOJ
LTBP1,DNAJC4
TGFB1I1,DNAJC1
MPHOSPH10,PLEC
KPTN,GOSR1
HIVEP2,ACP6
HIVEP2,0610009B22RIK
TGFB1I1,ACP1
TGFB1I1,RALBP1
CDIPT,1600014C10RIK
ZFP39,MAP3K7
FOXJ2,MKRN1
TGFB1I1,RORA
1110004E09RIK,ANKRD32
HIVEP2,RBM3
MPHOSPH10,CDIPT
MAN1A2,NT5C3L
ZFP646,NCOA1
TGFB1I1,NCOA6
TGFB1I1,TMEM18
SUMF1,CISH
DHX30,1110067D22RIK
HIVEP2,PRDM16
MPHOSPH10,CLCN5
HIVEP2,FXC1
TGFB1I1,ST7L
HIVEP2,FYCO1
HIVEP2,GLYAT
IKZF5,CAPZA2
PHLDA1,TPCN1
DHX30,IL2RG
HIVEP2,AK3
DHX30,PRRC1
HIVEP2,LMO2
TEX264,TLK2
TGFB1I1,GEMIN4
MPHOSPH10,UBFD1
HIVEP2,PBRM1
CDIPT,CDK5RAP2
TGFB1I1,SARS
NME6,CTTN
HDGFL1,WDR82
HIVEP2,ZWINT
HIVEP2,WDR83
HIVEP2,WRNIP1
CYTH2,TPP2
NSG2,ERG
GCAP14,CBLL1
TGFB1I1,EPS8
MAN1A2,AFAP1
FLAD1,LARS2
NSG2,ERAL1
MPHOSPH10,EIF2S2
HIVEP2,DDX17
GPR172B,LPIN2
MET,SLC37A4
SC5D,TOB2
ACRV1,GJB1
TGFB1I1,SULF2
HIVEP2,KLF7
SEPT7,KLF6
TRIM35,KLF4
TGFB1I1,KLF2
JMJD6,EXTL1
TRIM35,N4BP1
MPHOSPH10,CTSB
CALCRL,HEATR6
TGFB1I1,HEATR3
TGFB1I1,AIFM2
HIVEP2,FCGR3
ZFP646,FCER2A
ZFP39,LACTB2
HIVEP2,FAM108A
CTGF,BTRC
DHX30,NUP35
KIF1B,NUP37
MARK2,RND1
HIVEP2,4930503B20RIK
HIVEP2,FRYL
TRIM35,RPL12
CALCRL,2810055F11RIK
HIVEP2,SFTPC
DGKA,3110057O12RIK
HIVEP2,LRRC42
HIVEP2,2410075B13RIK
HIVEP2,UBXN11
TGFB1I1,GNL2
TGFB1I1,DNTTIP2
DHX30,TMEM100
ISY1,2310003L22RIK
TROVE2,AW209491
HIVEP2,FNDC5
HIVEP2,DHRS1
ARHGEF10,4833420G17RIK
HIVEP2,TEX22
HIVEP2,PWWP2A
MPHOSPH10,DYRK1A
NSG2,MKKS
DHX30,DYRK1B
HIVEP2,CCNL1
SC5D,CDKN2C
DHX30,STAMBP
HIVEP2,DAAM1
HIVEP2,SMARCAL1
HIVEP2,IMPA2
HIVEP2,BAZ1B
SUMF1,EDEM3
SUMF1,PEA15A
ZFP39,PTTG1IP
NSG2,MTCH2
LTBP1,PTGES2
HIVEP2,SLC2A3
TROVE2,SLC2A1
MPHOSPH10,0610010K14RIK
GCAP14,UBTD1
MAN1A2,TIAL1
HIVEP2,MESDC2
TGFB1I1,OLFR156
MPHOSPH10,BC018507
TROVE2,1700010B08RIK
HIVEP2,CCL9
HIVEP2,NCSTN
HIVEP2,LRG1
SLC2A1,SCHIP1
SLC2A1,BCKDK
HIVEP2,EXOSC1
HIVEP2,GFER
HIVEP2,CYB561
HIVEP2,HPGD
HDGFL1,CEACAM1
HDGFL1,RRBP1
BTG2,ENG
PGM2,GTF2IRD1
RNF19B,CPLX1
MPHOSPH10,HDGFL1
HIVEP2,RALY
HIVEP2,RAB7L1
TGFB1I1,SNAP47
NME6,ATP6V0A2
AZIN1,GPR97
HIVEP2,ALKBH7
IKZF5,TOR2A
FLAD1,RALA
MPHOSPH10,4930432K09RIK
SLC2A1,TNIP2
HIVEP2,SCYL3
MPHOSPH10,RCOR3
ATP1A1,TTBK2
HIVEP2,SMPD1
HIVEP2,FLT1
HEMK1,DNAJB9
EDNRA,PVR
CDIPT,S1PR1
SLC2A1,NOC2L
DHX30,VKORC1
HIVEP2,DNAJB6
HIVEP2,CAR4
NME6,HSPA12A
MPHOSPH10,TTC28
HIVEP2,HNRNPAB
HOMER3,H1F0
LTBP1,FRK
KIF1B,HNRNPA3
FAM48A,NFKB1
HDGFL1,FRY
NFIA,TAOK1
HIVEP2,CNOT6L
HIVEP2,SKIV2L2
BTG2,TFIP11
HIVEP2,XIRP1
HIVEP2,SERPINA1A
JMJD6,CDK5
TROVE2,CDK7
MTX1,CDK8
HIVEP2,LPAR1
TGFB1I1,RNF145
FXYD5,RNF146
HIVEP2,AMOTL1
IKZF5,PTK2
CDC40,LCN2
HIVEP2,PHB2
DHX30,SF3B3
STEAP4,5730403B10RIK
UBFD1,LIMS1
HIVEP2,SORBS1
IKZF5,SORBS3
NFIA,PRKX
TGFB1I1,SEMA6B
HDGFL1,CD320
NSG2,H2-K1
NME6,SCARA5
HIVEP2,DDHD1
FLAD1,SUN1
ACRV1,DNAJC17
DHX30,DNAJC14
HIVEP2,NARFL
RAB14,MTX2
TGFB1I1,MTX1
MPHOSPH10,TECRL
ACRV1,FEM1C
CALCRL,PACSIN3
HIVEP2,DNAJC19
MRPS24,ENDOG
HIVEP2,MS4A6C
SLC9A3R2,MS4A6B
DGKA,LMAN1
EDNRA,POT1A
HIVEP2,UCP3
NSG2,MDP1
HIVEP2,ALPPL2
HIVEP2,SEC11A
HIVEP2,DDX21
HIVEP2,DDX27
TGFB1I1,PMF1
EDNRA,PFKFB3
SLC2A1,NRIP1
RAB31,MGL2
MPHOSPH10,VTI1A
MTX1,TWISTNB
TGFB1I1,1110059E24RIK
KIF1B,FBXO18
TGFB1I1,ADD3
SARS,ACTG1
NME6,ADD1
HIVEP2,RAB3IP
BTG2,WDR8
BTG2,ATF7IP
HIVEP2,PPIL3
HIVEP2,PPIL4
BTG2,2310046A06RIK
FOXJ2,BRI3BP
SLC2A1,MNAT1
MET,LTBR
NSG2,PPP1R7
HIVEP2,BCLAF1
DGKA,MAP3K4
HIVEP2,MAP3K5
MPHOSPH10,NSG2
MPHOSPH10,CPNE3
ACP1,LUC7L3
MAP3K4,LUC7L2
DNTTIP2,FMO2
MET,FMO1
HIVEP2,CCDC71
DGKA,ERLEC1
NME6,SERHL
EDNRA,SETD8
CDIPT,CHERP
TGFB1I1,OMA1
HIVEP2,TMEM101
TGFB1I1,ZFP768
TROVE2,NME6
HIVEP2,P4HA2
TRIM35,NME3
CDIPT,SYP
MARK2,AMMECR1
HIVEP2,PRRX1
BTG2,SPEG
LPGAT1,METT10D
CDIPT,FBLN2
TGFB1I1,FBLIM1
IKZF5,PIAS2
TGFB1I1,NT5M
PDCD10,PDE4DIP
MARK2,NT5C
CALCRL,NT5E
HDGFL1,AFF1
SLC9A3R2,PNPLA2
STOML1,NPPB
NSG2,PIAS4
SLC2A1,UNC5B
HIVEP2,KATNAL1
HIVEP2,UBA7
HIVEP2,FRMD5
NSG2,FRMD6
CDIPT,PHF23
HIVEP2,UBE2I
EDNRA,UBE2H
HDGFL1,GNAQ
KDM5A,MED13L
HIVEP2,MOGS
HIVEP2,PTCD1
HIVEP2,HLTF
DNTTIP2,UBE2W
HIVEP2,TOP3B
HIVEP2,RPS15A
HIVEP2,GNG11
HIVEP2,TRP53INP1
KDM5A,CEND1
TGFB1I1,PHTF2
HIVEP2,VPS41
HIVEP2,PDE3A
TGFB1I1,RAB22A
HIVEP2,NMNAT1
ATE1,MORF4L1
HIVEP2,PPCDC
MAN1A2,2510006D16RIK
FLAD1,ACSS1
MPHOSPH10,SALL3
NME6,FAM162A
SUMF1,GSTM6
ATF4,PPP1R15A
EDNRA,PALLD
BTG2,FIS1
SLC9A3R2,STX18
MAN1A2,IFITM3
SARS,CUTA
DGKA,EIF6
TGFB1I1,MOSPD1
LTBP1,AEBP2
HIVEP2,RB1CC1
MPHOSPH10,2810021J22RIK
HIVEP2,ANKRD10
MPHOSPH10,RCHY1
ISY1,EBAG9
FBXO9,CBR3
HIVEP2,TLN1
RCOR3,NT5C3
TGFB1I1,D3ERTD751E
TREX1,SLC44A1
TGFB1I1,ANXA3
MPHOSPH10,ZBTB7A
ACP1,TPST1
HIVEP2,ZG16
IKZF5,COQ10B
BTG2,SIDT2
GPR172B,PCNX
SLC2A1,SQSTM1
CALCRL,SAMHD1
HIVEP2,6330406I15RIK
2310061C15RIK,EPC1
HIVEP2,POGZ
IL4RA,HSPB11
HIVEP2,HIAT1
IKZF5,NDUFS4
HIVEP2,COQ5
FOXJ2,COQ3
HIVEP2,SP100
IKZF5,FAM198B
ZFP36L1,TIMP3
EDNRA,TIMP2
FXYD5,ZRANB2
TGFB1I1,ELOF1
TROVE2,4932438H23RIK
HDGFL1,LAMB1-1
HIVEP2,NHLRC2
MPHOSPH10,PAFAH1B1
HIVEP2,DGCR2
HIVEP2,DSC2
HIVEP2,MKNK2
NME6,COX8A
CDIPT,RNF19A
HIVEP2,MPEG1
LTBP1,DDX3Y
HDGFL1,VWA1
HIVEP2,NACC2
NPAS1,BAMBI
LTBP1,KCNN2
SLC2A1,6430548M08RIK
HIVEP2,IP6K2
EDNRA,PKIA
HIVEP2,ZADH2
TGFB1I1,FBXL6
SLC2A1,INADL
HIVEP2,RNF6
TGFB1I1,RNF5
CDIPT,SLC19A2
EDNRA,NIT1
TGFB1I1,STMN3
MAN1A2,NFKBIB
HIVEP2,TYSND1
ZBTB43,ASB15
1700034H14RIK,PABPN1
HIVEP2,NRXN1
NSG2,SPRR1B
HIVEP2,NGLY1
HIVEP2,ABCB1A
TGFB1I1,ORC4L
SLC2A1,NMD3
HIVEP2,UBE3A
HIVEP2,SLC35A4
IKZF5,SLC35A5
HIVEP2,SLC35A3
HIVEP2,UBXN4
MARK2,6720475J19RIK
IKZF5,MYD88
LTBP1,TOP2B
HIVEP2,1700016H13RIK
ITSN1,ISCA2
MPHOSPH10,PGM2
LTBP1,TRF
SLC44A1,ABCB10
POLR3K,1110057K04RIK
NME6,SART1
SEPT7,SBK1
HIVEP2,MRPL49
TROVE2,FGF1
TGFB1I1,SLC25A46
AZIN1,CDC26
HIVEP2,D230025D16RIK
SAMD8,SDC4
HIVEP2,RBPMS
MAP3K4,4921524J17RIK
HIVEP2,BAIAP2
HIVEP2,IPO5
MPHOSPH10,ACTR2
MAN1A2,CD82
FAM48A,SMCHD1
1110057K04RIK,CARS2
HIVEP2,TNPO3
ACP1,NAA20
TRIM35,CNKSR3
HIVEP2,NAGK
DICER1,SYVN1
CALCRL,CBARA1
TRIM30,MAPK7
MPHOSPH10,MAPK9
PGPEP1,DUSP3
HIVEP2,GABPB1
IL4RA,ICAM1
ZFP346,LRRC8C
TGFB1I1,QDPR
DHX30,TOMM70A
HIVEP2,TGS1
MPHOSPH10,1700021K19RIK
DHX30,METTL1
TGFB1I1,MTF2
CALCRL,GLB1
SAMD10,PITPNM1
EDNRA,TBC1D15
ZFP39,KCTD1
HIVEP2,SERPINA3M
HIVEP2,SERPINA3N
TGFB1I1,NUMA1
DHX30,SERPINA3C
MPHOSPH10,DHX30
HIVEP2,GPR56
HIVEP2,IDH3A
HIVEP2,IDH3B
MPHOSPH10,HAGH
HIVEP2,ZC3HC1
STEAP4,PLOD1
MET,PDZD11
