disease,integration type,experiment,threshold,features,accuracy,train instances,test instances,total_instances
Aneurysm,multi,GDS731,10,80,33.3333,5,3,8
Aneurysm,multi,GDS731,10,90,33.3333,5,3,8
Aneurysm,multi,GDS2838,20,10,33.3333,5,3,8
Aneurysm,multi,GDS2838,20,20,33.3333,5,3,8
Aneurysm,multi,GDS2838,20,30,33.3333,5,3,8
Aneurysm,multi,GDS2838,20,40,33.3333,5,3,8
Aneurysm,multi,GDS2838,20,50,33.3333,5,3,8
Aneurysm,multi,GDS2838,20,60,33.3333,5,3,8
Aneurysm,multi,GDS2838,20,70,33.3333,5,3,8
Aneurysm,multi,GDS2838,20,80,33.3333,5,3,8
Aneurysm,multi,GDS2838,20,90,33.3333,5,3,8
Aneurysm,multi,GDS731,20,10,33.3333,5,3,8
Aneurysm,multi,GDS731,20,20,33.3333,5,3,8
Aneurysm,multi,GDS731,20,30,33.3333,5,3,8
Aneurysm,multi,GDS731,20,40,33.3333,5,3,8
Aneurysm,multi,GDS731,20,50,33.3333,5,3,8
Aneurysm,multi,GDS731,20,60,33.3333,5,3,8
Aneurysm,multi,GDS731,20,70,33.3333,5,3,8
Aneurysm,multi,GDS731,20,80,33.3333,5,3,8
Aneurysm,multi,GDS731,20,90,33.3333,5,3,8
Aneurysm,multi,GDS2838,30,10,100,6,2,8
Aneurysm,multi,GDS2838,30,20,100,6,2,8
Aneurysm,multi,GDS2838,30,30,100,6,2,8
Aneurysm,multi,GDS2838,30,40,100,6,2,8
Aneurysm,multi,GDS2838,30,50,100,6,2,8
Aneurysm,multi,GDS2838,30,60,100,6,2,8
Aneurysm,multi,GDS2838,30,70,100,6,2,8
Aneurysm,multi,GDS2838,30,80,100,6,2,8
Aneurysm,multi,GDS2838,30,90,100,6,2,8
Aneurysm,multi,GDS731,30,10,0,6,2,8
Aneurysm,multi,GDS731,30,20,0,6,2,8
Aneurysm,multi,GDS731,30,30,0,6,2,8
Aneurysm,multi,GDS731,30,40,0,6,2,8
Aneurysm,multi,GDS731,30,50,0,6,2,8
Aneurysm,multi,GDS731,30,60,0,6,2,8
Aneurysm,multi,GDS731,30,70,0,6,2,8
Aneurysm,multi,GDS731,30,80,0,6,2,8
Aneurysm,multi,GDS731,30,90,0,6,2,8
Aneurysm,multi,GDS2838,40,10,100,6,2,8
Aneurysm,multi,GDS2838,40,20,100,6,2,8
Aneurysm,multi,GDS2838,40,30,100,6,2,8
Aneurysm,multi,GDS2838,40,40,100,6,2,8
Aneurysm,multi,GDS2838,40,50,100,6,2,8
Aneurysm,multi,GDS2838,40,60,100,6,2,8
Aneurysm,multi,GDS2838,40,70,100,6,2,8
Aneurysm,multi,GDS2838,40,80,100,6,2,8
Aneurysm,multi,GDS2838,40,90,100,6,2,8
Aneurysm,multi,GDS731,40,10,0,6,2,8
Aneurysm,multi,GDS731,40,20,0,6,2,8
Aneurysm,multi,GDS731,40,30,0,6,2,8
Aneurysm,multi,GDS731,40,40,0,6,2,8
Aneurysm,multi,GDS731,40,50,0,6,2,8
Aneurysm,multi,GDS731,40,60,0,6,2,8
Aneurysm,multi,GDS731,40,70,0,6,2,8
Aneurysm,multi,GDS731,40,80,0,6,2,8
Aneurysm,multi,GDS731,40,90,0,6,2,8
Aneurysm,multi,GDS2838,50,10,100,6,2,8
Aneurysm,multi,GDS2838,50,20,100,6,2,8
Aneurysm,multi,GDS2838,50,30,100,6,2,8
Aneurysm,multi,GDS2838,50,40,100,6,2,8
Aneurysm,multi,GDS2838,50,50,100,6,2,8
Aneurysm,multi,GDS2838,50,60,100,6,2,8
Aneurysm,multi,GDS2838,50,70,100,6,2,8
Aneurysm,multi,GDS2838,50,80,100,6,2,8
Aneurysm,multi,GDS2838,50,90,100,6,2,8
Aneurysm,multi,GDS731,50,10,0,6,2,8
Aneurysm,multi,GDS731,50,20,0,6,2,8
Aneurysm,multi,GDS731,50,30,0,6,2,8
Aneurysm,multi,GDS731,50,40,0,6,2,8
Aneurysm,multi,GDS731,50,50,0,6,2,8
Aneurysm,multi,GDS731,50,60,0,6,2,8
Aneurysm,multi,GDS731,50,70,0,6,2,8
Aneurysm,multi,GDS731,50,80,0,6,2,8
Aneurysm,multi,GDS731,50,90,0,6,2,8
Aneurysm,multi,GDS2838,60,10,100,7,1,8
Aneurysm,multi,GDS2838,60,20,0,7,1,8
Aneurysm,multi,GDS2838,60,30,100,7,1,8
Aneurysm,multi,GDS2838,60,40,100,7,1,8
Aneurysm,multi,GDS2838,60,50,100,7,1,8
Aneurysm,multi,GDS2838,60,60,100,7,1,8
Aneurysm,multi,GDS2838,60,70,100,7,1,8
Aneurysm,multi,GDS2838,60,80,100,7,1,8
Aneurysm,multi,GDS2838,60,90,100,7,1,8
Aneurysm,multi,GDS731,60,10,0,7,1,8
Aneurysm,multi,GDS731,60,20,0,7,1,8
Aneurysm,multi,GDS731,60,30,0,7,1,8
Aneurysm,multi,GDS731,60,40,0,7,1,8
Aneurysm,multi,GDS731,60,50,0,7,1,8
Aneurysm,multi,GDS731,60,60,0,7,1,8
Aneurysm,multi,GDS731,60,70,0,7,1,8
Aneurysm,multi,GDS731,60,80,0,7,1,8
Aneurysm,multi,GDS731,60,90,0,7,1,8
Aneurysm,multi,GDS2838,70,10,100,7,1,8
Aneurysm,multi,GDS2838,70,20,0,7,1,8
Aneurysm,multi,GDS2838,70,30,100,7,1,8
Aneurysm,multi,GDS2838,70,40,100,7,1,8
Aneurysm,multi,GDS2838,70,50,100,7,1,8
Aneurysm,multi,GDS2838,70,60,100,7,1,8
Aneurysm,multi,GDS2838,70,70,100,7,1,8
Aneurysm,multi,GDS2838,70,80,100,7,1,8
Aneurysm,multi,GDS2838,70,90,100,7,1,8
Aneurysm,multi,GDS731,70,10,0,7,1,8
Aneurysm,multi,GDS731,70,20,0,7,1,8
Aneurysm,multi,GDS731,70,30,0,7,1,8
Aneurysm,multi,GDS731,70,40,0,7,1,8
Aneurysm,multi,GDS731,70,50,0,7,1,8
Aneurysm,multi,GDS731,70,60,0,7,1,8
Aneurysm,multi,GDS731,70,70,0,7,1,8
Aneurysm,multi,GDS731,70,80,0,7,1,8
Aneurysm,multi,GDS731,70,90,0,7,1,8
Aneurysm,multi,GDS2838,80,10,0,8,0,8
Aneurysm,multi,GDS2838,80,20,0,8,0,8
Aneurysm,multi,GDS2838,80,30,0,8,0,8
Aneurysm,multi,GDS2838,80,40,0,8,0,8
Aneurysm,multi,GDS2838,80,50,0,8,0,8
Aneurysm,multi,GDS2838,80,60,0,8,0,8
Aneurysm,multi,GDS2838,80,70,0,8,0,8
Aneurysm,multi,GDS2838,80,80,0,8,0,8
Aneurysm,multi,GDS2838,80,90,0,8,0,8
Aneurysm,multi,GDS731,80,10,0,8,0,8
Aneurysm,multi,GDS731,80,20,0,8,0,8
Aneurysm,multi,GDS731,80,30,0,8,0,8
Aneurysm,multi,GDS731,80,40,0,8,0,8
Aneurysm,multi,GDS731,80,50,0,8,0,8
Aneurysm,multi,GDS731,80,60,0,8,0,8
Aneurysm,multi,GDS731,80,70,0,8,0,8
Aneurysm,multi,GDS731,80,80,0,8,0,8
Aneurysm,multi,GDS731,80,90,0,8,0,8
Aneurysm,multi,GDS2838,90,10,0,8,0,8
Aneurysm,multi,GDS2838,90,20,0,8,0,8
Aneurysm,multi,GDS2838,90,30,0,8,0,8
Aneurysm,multi,GDS2838,90,40,0,8,0,8
Aneurysm,multi,GDS2838,90,50,0,8,0,8
Aneurysm,multi,GDS2838,90,60,0,8,0,8
Aneurysm,multi,GDS2838,90,70,0,8,0,8
Aneurysm,multi,GDS2838,90,80,0,8,0,8
Aneurysm,multi,GDS2838,90,90,0,8,0,8
Aneurysm,multi,GDS731,90,10,0,8,0,8
Aneurysm,multi,GDS731,90,20,0,8,0,8
Aneurysm,multi,GDS731,90,30,0,8,0,8
Aneurysm,multi,GDS731,90,40,0,8,0,8
Aneurysm,multi,GDS731,90,50,0,8,0,8
Aneurysm,multi,GDS731,90,60,0,8,0,8
Aneurysm,multi,GDS731,90,70,0,8,0,8
Aneurysm,multi,GDS731,90,80,0,8,0,8
Aneurysm,multi,GDS731,90,90,0,8,0,8
Glaucoma,single,GDS1112,10,10,72.7273,2,11,13
Glaucoma,single,GDS1112,10,20,72.7273,2,11,13
Glaucoma,single,GDS1112,10,30,72.7273,2,11,13
Glaucoma,single,GDS1112,10,40,81.8182,2,11,13
Glaucoma,single,GDS1112,10,50,81.8182,2,11,13
Glaucoma,single,GDS1112,10,60,81.8182,2,11,13
Glaucoma,single,GDS1112,10,70,81.8182,2,11,13
Glaucoma,single,GDS1112,10,80,81.8182,2,11,13
Glaucoma,single,GDS1112,10,90,81.8182,2,11,13
Glaucoma,single,GDS1313,10,10,33.3333,1,3,4
Glaucoma,single,GDS1313,10,20,33.3333,1,3,4
Glaucoma,single,GDS1313,10,30,33.3333,1,3,4
Glaucoma,single,GDS1313,10,40,33.3333,1,3,4
Glaucoma,single,GDS1313,10,50,33.3333,1,3,4
Glaucoma,single,GDS1313,10,60,33.3333,1,3,4
Glaucoma,single,GDS1313,10,70,33.3333,1,3,4
Glaucoma,single,GDS1313,10,80,33.3333,1,3,4
Glaucoma,single,GDS1313,10,90,33.3333,1,3,4
Glaucoma,single,GDS1112,20,10,70,3,10,13
Glaucoma,single,GDS1112,20,20,60,3,10,13
Glaucoma,single,GDS1112,20,30,80,3,10,13
Glaucoma,single,GDS1112,20,40,80,3,10,13
Glaucoma,single,GDS1112,20,50,70,3,10,13
Glaucoma,single,GDS1112,20,60,80,3,10,13
Glaucoma,single,GDS1112,20,70,80,3,10,13
Glaucoma,single,GDS1112,20,80,80,3,10,13
Glaucoma,single,GDS1112,20,90,80,3,10,13
Glaucoma,single,GDS1313,20,10,33.3333,1,3,4
Glaucoma,single,GDS1313,20,20,33.3333,1,3,4
Glaucoma,single,GDS1313,20,30,33.3333,1,3,4
Glaucoma,single,GDS1313,20,40,33.3333,1,3,4
Glaucoma,single,GDS1313,20,50,33.3333,1,3,4
Glaucoma,single,GDS1313,20,60,33.3333,1,3,4
Glaucoma,single,GDS1313,20,70,33.3333,1,3,4
Glaucoma,single,GDS1313,20,80,33.3333,1,3,4
Glaucoma,single,GDS1313,20,90,33.3333,1,3,4
Glaucoma,single,GDS1112,30,10,100,4,9,13
Glaucoma,single,GDS1112,30,20,88.8889,4,9,13
Glaucoma,single,GDS1112,30,30,88.8889,4,9,13
Glaucoma,single,GDS1112,30,40,88.8889,4,9,13
Glaucoma,single,GDS1112,30,50,88.8889,4,9,13
Glaucoma,single,GDS1112,30,60,88.8889,4,9,13
Glaucoma,single,GDS1112,30,70,88.8889,4,9,13
Glaucoma,single,GDS1112,30,80,88.8889,4,9,13
Glaucoma,single,GDS1112,30,90,88.8889,4,9,13
Glaucoma,single,GDS1313,30,10,0,2,2,4
Glaucoma,single,GDS1313,30,20,0,2,2,4
Glaucoma,single,GDS1313,30,30,0,2,2,4
Glaucoma,single,GDS1313,30,40,0,2,2,4
Glaucoma,single,GDS1313,30,50,0,2,2,4
Glaucoma,single,GDS1313,30,60,0,2,2,4
Glaucoma,single,GDS1313,30,70,0,2,2,4
Glaucoma,single,GDS1313,30,80,0,2,2,4
Glaucoma,single,GDS1313,30,90,0,2,2,4
Glaucoma,single,GDS1112,40,10,85.7143,6,7,13
Glaucoma,single,GDS1112,40,20,85.7143,6,7,13
Glaucoma,single,GDS1112,40,30,85.7143,6,7,13
Glaucoma,single,GDS1112,40,40,85.7143,6,7,13
Glaucoma,single,GDS1112,40,50,85.7143,6,7,13
Glaucoma,single,GDS1112,40,60,85.7143,6,7,13
Glaucoma,single,GDS1112,40,70,85.7143,6,7,13
Glaucoma,single,GDS1112,40,80,85.7143,6,7,13
Glaucoma,single,GDS1112,40,90,85.7143,6,7,13
Glaucoma,single,GDS1313,40,10,0,2,2,4
Glaucoma,single,GDS1313,40,20,0,2,2,4
Glaucoma,single,GDS1313,40,30,0,2,2,4
Glaucoma,single,GDS1313,40,40,0,2,2,4
Glaucoma,single,GDS1313,40,50,0,2,2,4
Glaucoma,single,GDS1313,40,60,0,2,2,4
Glaucoma,single,GDS1313,40,70,0,2,2,4
Glaucoma,single,GDS1313,40,80,0,2,2,4
Glaucoma,single,GDS1313,40,90,0,2,2,4
Glaucoma,single,GDS1112,50,10,83.3333,7,6,13
Glaucoma,single,GDS1112,50,20,66.6667,7,6,13
Glaucoma,single,GDS1112,50,30,66.6667,7,6,13
Glaucoma,single,GDS1112,50,40,83.3333,7,6,13
Glaucoma,single,GDS1112,50,50,83.3333,7,6,13
Glaucoma,single,GDS1112,50,60,83.3333,7,6,13
Glaucoma,single,GDS1112,50,70,83.3333,7,6,13
Glaucoma,single,GDS1112,50,80,83.3333,7,6,13
Glaucoma,single,GDS1112,50,90,83.3333,7,6,13
Glaucoma,single,GDS1313,50,10,0,2,2,4
Glaucoma,single,GDS1313,50,20,0,2,2,4
Glaucoma,single,GDS1313,50,30,0,2,2,4
Glaucoma,single,GDS1313,50,40,0,2,2,4
Glaucoma,single,GDS1313,50,50,0,2,2,4
Glaucoma,single,GDS1313,50,60,0,2,2,4
Glaucoma,single,GDS1313,50,70,0,2,2,4
Glaucoma,single,GDS1313,50,80,0,2,2,4
Glaucoma,single,GDS1313,50,90,0,2,2,4
Glaucoma,single,GDS1112,60,10,80,8,5,13
Glaucoma,single,GDS1112,60,20,100,8,5,13
Glaucoma,single,GDS1112,60,30,100,8,5,13
Glaucoma,single,GDS1112,60,40,100,8,5,13
Glaucoma,single,GDS1112,60,50,100,8,5,13
Glaucoma,single,GDS1112,60,60,100,8,5,13
Glaucoma,single,GDS1112,60,70,100,8,5,13
Glaucoma,single,GDS1112,60,80,100,8,5,13
Glaucoma,single,GDS1112,60,90,100,8,5,13
Glaucoma,single,GDS1313,60,10,100,3,1,4
Glaucoma,single,GDS1313,60,20,100,3,1,4
Glaucoma,single,GDS1313,60,30,100,3,1,4
Glaucoma,single,GDS1313,60,40,100,3,1,4
Glaucoma,single,GDS1313,60,50,100,3,1,4
Glaucoma,single,GDS1313,60,60,100,3,1,4
Glaucoma,single,GDS1313,60,70,100,3,1,4
Glaucoma,single,GDS1313,60,80,100,3,1,4
Glaucoma,single,GDS1313,60,90,100,3,1,4
Glaucoma,single,GDS1112,70,10,100,10,3,13
Glaucoma,single,GDS1112,70,20,100,10,3,13
Glaucoma,single,GDS1112,70,30,100,10,3,13
Glaucoma,single,GDS1112,70,40,100,10,3,13
Glaucoma,single,GDS1112,70,50,100,10,3,13
Glaucoma,single,GDS1112,70,60,100,10,3,13
Glaucoma,single,GDS1112,70,70,100,10,3,13
Glaucoma,single,GDS1112,70,80,100,10,3,13
Glaucoma,single,GDS1112,70,90,100,10,3,13
Glaucoma,single,GDS1313,70,10,100,3,1,4
Glaucoma,single,GDS1313,70,20,100,3,1,4
Glaucoma,single,GDS1313,70,30,100,3,1,4
Glaucoma,single,GDS1313,70,40,100,3,1,4
Glaucoma,single,GDS1313,70,50,100,3,1,4
Glaucoma,single,GDS1313,70,60,100,3,1,4
Glaucoma,single,GDS1313,70,70,100,3,1,4
Glaucoma,single,GDS1313,70,80,100,3,1,4
Glaucoma,single,GDS1313,70,90,100,3,1,4
Glaucoma,single,GDS1112,80,10,100,11,2,13
Glaucoma,single,GDS1112,80,20,100,11,2,13
Glaucoma,single,GDS1112,80,30,100,11,2,13
Glaucoma,single,GDS1112,80,40,100,11,2,13
Glaucoma,single,GDS1112,80,50,100,11,2,13
Glaucoma,single,GDS1112,80,60,100,11,2,13
Glaucoma,single,GDS1112,80,70,100,11,2,13
Glaucoma,single,GDS1112,80,80,100,11,2,13
Glaucoma,single,GDS1112,80,90,100,11,2,13
Glaucoma,single,GDS1313,80,10,0,4,0,4
Glaucoma,single,GDS1313,80,20,0,4,0,4
Glaucoma,single,GDS1313,80,30,0,4,0,4
Glaucoma,single,GDS1313,80,40,0,4,0,4
Glaucoma,single,GDS1313,80,50,0,4,0,4
Glaucoma,single,GDS1313,80,60,0,4,0,4
Glaucoma,single,GDS1313,80,70,0,4,0,4
Glaucoma,single,GDS1313,80,80,0,4,0,4
Glaucoma,single,GDS1313,80,90,0,4,0,4
Glaucoma,single,GDS1112,90,10,100,12,1,13
Glaucoma,single,GDS1112,90,20,100,12,1,13
Glaucoma,single,GDS1112,90,30,100,12,1,13
Glaucoma,single,GDS1112,90,40,100,12,1,13
Glaucoma,single,GDS1112,90,50,100,12,1,13
Glaucoma,single,GDS1112,90,60,100,12,1,13
Glaucoma,single,GDS1112,90,70,100,12,1,13
Glaucoma,single,GDS1112,90,80,100,12,1,13
Glaucoma,single,GDS1112,90,90,100,12,1,13
Glaucoma,single,GDS1313,90,10,0,4,0,4
Glaucoma,single,GDS1313,90,20,0,4,0,4
Glaucoma,single,GDS1313,90,30,0,4,0,4
Glaucoma,single,GDS1313,90,40,0,4,0,4
Glaucoma,single,GDS1313,90,50,0,4,0,4
Glaucoma,single,GDS1313,90,60,0,4,0,4
Glaucoma,single,GDS1313,90,70,0,4,0,4
Glaucoma,single,GDS1313,90,80,0,4,0,4
Glaucoma,single,GDS1313,90,90,0,4,0,4
Glaucoma,multi,GDS1112,10,10,36.3636,6,11,17
Glaucoma,multi,GDS1112,10,20,36.3636,6,11,17
Glaucoma,multi,GDS1112,10,30,36.3636,6,11,17
Glaucoma,multi,GDS1112,10,40,45.4545,6,11,17
Glaucoma,multi,GDS1112,10,50,63.6364,6,11,17
Glaucoma,multi,GDS1112,10,60,63.6364,6,11,17
Glaucoma,multi,GDS1112,10,70,72.7273,6,11,17
Glaucoma,multi,GDS1112,10,80,72.7273,6,11,17
Glaucoma,multi,GDS1112,10,90,72.7273,6,11,17
Glaucoma,multi,GDS1313,10,10,33.3333,14,3,17
Glaucoma,multi,GDS1313,10,20,33.3333,14,3,17
Glaucoma,multi,GDS1313,10,30,33.3333,14,3,17
Glaucoma,multi,GDS1313,10,40,33.3333,14,3,17
Glaucoma,multi,GDS1313,10,50,33.3333,14,3,17
Glaucoma,multi,GDS1313,10,60,33.3333,14,3,17
Glaucoma,multi,GDS1313,10,70,33.3333,14,3,17
Glaucoma,multi,GDS1313,10,80,33.3333,14,3,17
Glaucoma,multi,GDS1313,10,90,33.3333,14,3,17
Glaucoma,multi,GDS1112,20,10,50,7,10,17
Glaucoma,multi,GDS1112,20,20,50,7,10,17
Glaucoma,multi,GDS1112,20,30,60,7,10,17
Glaucoma,multi,GDS1112,20,40,50,7,10,17
Glaucoma,multi,GDS1112,20,50,50,7,10,17
Glaucoma,multi,GDS1112,20,60,50,7,10,17
Glaucoma,multi,GDS1112,20,70,50,7,10,17
Glaucoma,multi,GDS1112,20,80,50,7,10,17
Glaucoma,multi,GDS1112,20,90,50,7,10,17
Glaucoma,multi,GDS1313,20,10,33.3333,14,3,17
Glaucoma,multi,GDS1313,20,20,33.3333,14,3,17
Glaucoma,multi,GDS1313,20,30,33.3333,14,3,17
Glaucoma,multi,GDS1313,20,40,33.3333,14,3,17
Glaucoma,multi,GDS1313,20,50,33.3333,14,3,17
Glaucoma,multi,GDS1313,20,60,33.3333,14,3,17
Glaucoma,multi,GDS1313,20,70,33.3333,14,3,17
Glaucoma,multi,GDS1313,20,80,33.3333,14,3,17
Glaucoma,multi,GDS1313,20,90,33.3333,14,3,17
Glaucoma,multi,GDS1112,30,10,100,8,9,17
Glaucoma,multi,GDS1112,30,20,88.8889,8,9,17
Glaucoma,multi,GDS1112,30,30,88.8889,8,9,17
Glaucoma,multi,GDS1112,30,40,88.8889,8,9,17
Glaucoma,multi,GDS1112,30,50,88.8889,8,9,17
Glaucoma,multi,GDS1112,30,60,88.8889,8,9,17
Glaucoma,multi,GDS1112,30,70,88.8889,8,9,17
Glaucoma,multi,GDS1112,30,80,88.8889,8,9,17
Glaucoma,multi,GDS1112,30,90,88.8889,8,9,17
Glaucoma,multi,GDS1313,30,10,0,15,2,17
Glaucoma,multi,GDS1313,30,20,0,15,2,17
Glaucoma,multi,GDS1313,30,30,0,15,2,17
Glaucoma,multi,GDS1313,30,40,0,15,2,17
Glaucoma,multi,GDS1313,30,50,0,15,2,17
Glaucoma,multi,GDS1313,30,60,0,15,2,17
Glaucoma,multi,GDS1313,30,70,0,15,2,17
Glaucoma,multi,GDS1313,30,80,0,15,2,17
Glaucoma,multi,GDS1313,30,90,0,15,2,17
Glaucoma,multi,GDS1112,40,10,85.7143,10,7,17
Glaucoma,multi,GDS1112,40,20,57.1429,10,7,17
Glaucoma,multi,GDS1112,40,30,85.7143,10,7,17
Glaucoma,multi,GDS1112,40,40,85.7143,10,7,17
Glaucoma,multi,GDS1112,40,50,85.7143,10,7,17
Glaucoma,multi,GDS1112,40,60,71.4286,10,7,17
Glaucoma,multi,GDS1112,40,70,71.4286,10,7,17
Glaucoma,multi,GDS1112,40,80,71.4286,10,7,17
Glaucoma,multi,GDS1112,40,90,57.1429,10,7,17
Glaucoma,multi,GDS1313,40,10,0,15,2,17
Glaucoma,multi,GDS1313,40,20,0,15,2,17
Glaucoma,multi,GDS1313,40,30,0,15,2,17
Glaucoma,multi,GDS1313,40,40,0,15,2,17
Glaucoma,multi,GDS1313,40,50,0,15,2,17
Glaucoma,multi,GDS1313,40,60,0,15,2,17
Glaucoma,multi,GDS1313,40,70,0,15,2,17
Glaucoma,multi,GDS1313,40,80,0,15,2,17
Glaucoma,multi,GDS1313,40,90,0,15,2,17
Glaucoma,multi,GDS1112,50,10,100,11,6,17
Glaucoma,multi,GDS1112,50,20,100,11,6,17
Glaucoma,multi,GDS1112,50,30,100,11,6,17
Glaucoma,multi,GDS1112,50,40,100,11,6,17
Glaucoma,multi,GDS1112,50,50,100,11,6,17
Glaucoma,multi,GDS1112,50,60,100,11,6,17
Glaucoma,multi,GDS1112,50,70,100,11,6,17
Glaucoma,multi,GDS1112,50,80,100,11,6,17
Glaucoma,multi,GDS1112,50,90,100,11,6,17
Glaucoma,multi,GDS1313,50,10,0,15,2,17
Glaucoma,multi,GDS1313,50,20,0,15,2,17
Glaucoma,multi,GDS1313,50,30,0,15,2,17
Glaucoma,multi,GDS1313,50,40,0,15,2,17
Glaucoma,multi,GDS1313,50,50,0,15,2,17
Glaucoma,multi,GDS1313,50,60,0,15,2,17
Glaucoma,multi,GDS1313,50,70,0,15,2,17
Glaucoma,multi,GDS1313,50,80,0,15,2,17
Glaucoma,multi,GDS1313,50,90,0,15,2,17
Glaucoma,multi,GDS1112,60,10,100,12,5,17
Glaucoma,multi,GDS1112,60,20,100,12,5,17
Glaucoma,multi,GDS1112,60,30,100,12,5,17
Glaucoma,multi,GDS1112,60,40,100,12,5,17
Glaucoma,multi,GDS1112,60,50,100,12,5,17
Glaucoma,multi,GDS1112,60,60,100,12,5,17
Glaucoma,multi,GDS1112,60,70,100,12,5,17
Glaucoma,multi,GDS1112,60,80,100,12,5,17
Glaucoma,multi,GDS1112,60,90,100,12,5,17
Glaucoma,multi,GDS1313,60,10,0,16,1,17
Glaucoma,multi,GDS1313,60,20,0,16,1,17
Glaucoma,multi,GDS1313,60,30,0,16,1,17
Glaucoma,multi,GDS1313,60,40,0,16,1,17
Glaucoma,multi,GDS1313,60,50,0,16,1,17
Glaucoma,multi,GDS1313,60,60,0,16,1,17
Glaucoma,multi,GDS1313,60,70,0,16,1,17
Glaucoma,multi,GDS1313,60,80,0,16,1,17
Glaucoma,multi,GDS1313,60,90,0,16,1,17
Glaucoma,multi,GDS1112,70,10,100,14,3,17
Glaucoma,multi,GDS1112,70,20,100,14,3,17
Glaucoma,multi,GDS1112,70,30,100,14,3,17
Glaucoma,multi,GDS1112,70,40,100,14,3,17
Glaucoma,multi,GDS1112,70,50,100,14,3,17
Glaucoma,multi,GDS1112,70,60,100,14,3,17
Glaucoma,multi,GDS1112,70,70,100,14,3,17
Glaucoma,multi,GDS1112,70,80,100,14,3,17
Glaucoma,multi,GDS1112,70,90,100,14,3,17
Glaucoma,multi,GDS1313,70,10,0,16,1,17
Glaucoma,multi,GDS1313,70,20,0,16,1,17
Glaucoma,multi,GDS1313,70,30,0,16,1,17
Glaucoma,multi,GDS1313,70,40,0,16,1,17
Glaucoma,multi,GDS1313,70,50,0,16,1,17
Glaucoma,multi,GDS1313,70,60,0,16,1,17
Glaucoma,multi,GDS1313,70,70,0,16,1,17
Glaucoma,multi,GDS1313,70,80,0,16,1,17
Glaucoma,multi,GDS1313,70,90,0,16,1,17
Glaucoma,multi,GDS1112,80,10,100,15,2,17
Glaucoma,multi,GDS1112,80,20,100,15,2,17
Glaucoma,multi,GDS1112,80,30,100,15,2,17
Glaucoma,multi,GDS1112,80,40,100,15,2,17
Glaucoma,multi,GDS1112,80,50,100,15,2,17
Glaucoma,multi,GDS1112,80,60,100,15,2,17
Glaucoma,multi,GDS1112,80,70,100,15,2,17
Glaucoma,multi,GDS1112,80,80,100,15,2,17
Glaucoma,multi,GDS1112,80,90,100,15,2,17
Glaucoma,multi,GDS1313,80,10,0,17,0,17
Glaucoma,multi,GDS1313,80,20,0,17,0,17
Glaucoma,multi,GDS1313,80,30,0,17,0,17
Glaucoma,multi,GDS1313,80,40,0,17,0,17
Glaucoma,multi,GDS1313,80,50,0,17,0,17
Glaucoma,multi,GDS1313,80,60,0,17,0,17
Glaucoma,multi,GDS1313,80,70,0,17,0,17
Glaucoma,multi,GDS1313,80,80,0,17,0,17
Glaucoma,multi,GDS1313,80,90,0,17,0,17
Glaucoma,multi,GDS1112,90,10,100,16,1,17
Glaucoma,multi,GDS1112,90,20,100,16,1,17
Glaucoma,multi,GDS1112,90,30,100,16,1,17
Glaucoma,multi,GDS1112,90,40,100,16,1,17
Glaucoma,multi,GDS1112,90,50,100,16,1,17
Glaucoma,multi,GDS1112,90,60,100,16,1,17
Glaucoma,multi,GDS1112,90,70,100,16,1,17
Glaucoma,multi,GDS1112,90,80,100,16,1,17
Glaucoma,multi,GDS1112,90,90,100,16,1,17
Glaucoma,multi,GDS1313,90,10,0,17,0,17
Glaucoma,multi,GDS1313,90,20,0,17,0,17
Glaucoma,multi,GDS1313,90,30,0,17,0,17
Glaucoma,multi,GDS1313,90,40,0,17,0,17
Glaucoma,multi,GDS1313,90,50,0,17,0,17
Glaucoma,multi,GDS1313,90,60,0,17,0,17
Glaucoma,multi,GDS1313,90,70,0,17,0,17
Glaucoma,multi,GDS1313,90,80,0,17,0,17
Glaucoma,multi,GDS1313,90,90,0,17,0,17
