disease,integration type,experiment,threshold,features,accuracy,test instances,train instances,total_instances
Acne_Vulgaris,multi,GDS3215,50,500,33.3333,33,3,36
Acne_Vulgaris,multi,GDS3215,50,600,33.3333,33,3,36
Acne_Vulgaris,multi,GDS3215,50,700,33.3333,33,3,36
Acne_Vulgaris,multi,GDS3215,50,800,33.3333,33,3,36
Acne_Vulgaris,multi,GDS3215,50,900,33.3333,33,3,36
Acne_Vulgaris,multi,GDS3218,50,100,33.3333,30,6,36
Acne_Vulgaris,multi,GDS3218,50,200,33.3333,30,6,36
Acne_Vulgaris,multi,GDS3218,50,300,33.3333,30,6,36
Acne_Vulgaris,multi,GDS3218,50,400,33.3333,30,6,36
Acne_Vulgaris,multi,GDS3218,50,500,33.3333,30,6,36
Acne_Vulgaris,multi,GDS3218,50,600,33.3333,30,6,36
Acne_Vulgaris,multi,GDS3218,50,700,33.3333,30,6,36
Acne_Vulgaris,multi,GDS3218,50,800,33.3333,30,6,36
Acne_Vulgaris,multi,GDS3218,50,900,33.3333,30,6,36
Acne_Vulgaris,multi,GDS2478,60,100,57.1429,29,7,36
Acne_Vulgaris,multi,GDS2478,60,200,57.1429,29,7,36
Acne_Vulgaris,multi,GDS2478,60,300,57.1429,29,7,36
Acne_Vulgaris,multi,GDS2478,60,400,57.1429,29,7,36
Acne_Vulgaris,multi,GDS2478,60,500,57.1429,29,7,36
Acne_Vulgaris,multi,GDS2478,60,600,57.1429,29,7,36
Acne_Vulgaris,multi,GDS2478,60,700,57.1429,29,7,36
Acne_Vulgaris,multi,GDS2478,60,800,57.1429,29,7,36
Acne_Vulgaris,multi,GDS2478,60,900,57.1429,29,7,36
Acne_Vulgaris,multi,GDS3215,60,100,0,34,2,36
Acne_Vulgaris,multi,GDS3215,60,200,0,34,2,36
Acne_Vulgaris,multi,GDS3215,60,300,0,34,2,36
Acne_Vulgaris,multi,GDS3215,60,400,0,34,2,36
Acne_Vulgaris,multi,GDS3215,60,500,0,34,2,36
Acne_Vulgaris,multi,GDS3215,60,600,0,34,2,36
Acne_Vulgaris,multi,GDS3215,60,700,0,34,2,36
Acne_Vulgaris,multi,GDS3215,60,800,0,34,2,36
Acne_Vulgaris,multi,GDS3215,60,900,0,34,2,36
Acne_Vulgaris,multi,GDS3218,60,100,25,32,4,36
Acne_Vulgaris,multi,GDS3218,60,200,25,32,4,36
Acne_Vulgaris,multi,GDS3218,60,300,25,32,4,36
Acne_Vulgaris,multi,GDS3218,60,400,25,32,4,36
Acne_Vulgaris,multi,GDS3218,60,500,25,32,4,36
Acne_Vulgaris,multi,GDS3218,60,600,25,32,4,36
Acne_Vulgaris,multi,GDS3218,60,700,25,32,4,36
Acne_Vulgaris,multi,GDS3218,60,800,25,32,4,36
Acne_Vulgaris,multi,GDS3218,60,900,25,32,4,36
Acne_Vulgaris,multi,GDS2478,70,100,60,31,5,36
Acne_Vulgaris,multi,GDS2478,70,200,40,31,5,36
Acne_Vulgaris,multi,GDS2478,70,300,40,31,5,36
Acne_Vulgaris,multi,GDS2478,70,400,40,31,5,36
Acne_Vulgaris,multi,GDS2478,70,500,40,31,5,36
Acne_Vulgaris,multi,GDS2478,70,600,40,31,5,36
Acne_Vulgaris,multi,GDS2478,70,700,40,31,5,36
Acne_Vulgaris,multi,GDS2478,70,800,40,31,5,36
Acne_Vulgaris,multi,GDS2478,70,900,40,31,5,36
Acne_Vulgaris,multi,GDS3215,70,100,0,35,1,36
Acne_Vulgaris,multi,GDS3215,70,200,0,35,1,36
Acne_Vulgaris,multi,GDS3215,70,300,0,35,1,36
Acne_Vulgaris,multi,GDS3215,70,400,0,35,1,36
Acne_Vulgaris,multi,GDS3215,70,500,0,35,1,36
Acne_Vulgaris,multi,GDS3215,70,600,0,35,1,36
Acne_Vulgaris,multi,GDS3215,70,700,0,35,1,36
Acne_Vulgaris,multi,GDS3215,70,800,0,35,1,36
Acne_Vulgaris,multi,GDS3215,70,900,0,35,1,36
Acne_Vulgaris,multi,GDS3218,70,100,33.3333,33,3,36
Acne_Vulgaris,multi,GDS3218,70,200,33.3333,33,3,36
Acne_Vulgaris,multi,GDS3218,70,300,33.3333,33,3,36
Acne_Vulgaris,multi,GDS3218,70,400,33.3333,33,3,36
Acne_Vulgaris,multi,GDS3218,70,500,33.3333,33,3,36
Acne_Vulgaris,multi,GDS3218,70,600,33.3333,33,3,36
Acne_Vulgaris,multi,GDS3218,70,700,33.3333,33,3,36
Acne_Vulgaris,multi,GDS3218,70,800,33.3333,33,3,36
Acne_Vulgaris,multi,GDS3218,70,900,33.3333,33,3,36
Acne_Vulgaris,multi,GDS2478,80,100,100,33,3,36
Acne_Vulgaris,multi,GDS2478,80,200,66.6667,33,3,36
Acne_Vulgaris,multi,GDS2478,80,300,33.3333,33,3,36
Acne_Vulgaris,multi,GDS2478,80,400,33.3333,33,3,36
Acne_Vulgaris,multi,GDS2478,80,500,33.3333,33,3,36
Acne_Vulgaris,multi,GDS2478,80,600,33.3333,33,3,36
Acne_Vulgaris,multi,GDS2478,80,700,33.3333,33,3,36
Acne_Vulgaris,multi,GDS2478,80,800,33.3333,33,3,36
Acne_Vulgaris,multi,GDS3215,80,100,0,35,1,36
Acne_Vulgaris,multi,GDS3215,80,200,0,35,1,36
Acne_Vulgaris,multi,GDS3215,80,300,0,35,1,36
Acne_Vulgaris,multi,GDS3215,80,400,0,35,1,36
Acne_Vulgaris,multi,GDS3215,80,500,0,35,1,36
Acne_Vulgaris,multi,GDS3215,80,600,0,35,1,36
Acne_Vulgaris,multi,GDS3215,80,700,0,35,1,36
Acne_Vulgaris,multi,GDS3215,80,800,0,35,1,36
Acne_Vulgaris,multi,GDS3215,80,900,0,35,1,36
Acne_Vulgaris,multi,GDS3218,80,100,50,34,2,36
Acne_Vulgaris,multi,GDS3218,80,200,50,34,2,36
Acne_Vulgaris,multi,GDS3218,80,300,50,34,2,36
Acne_Vulgaris,multi,GDS3218,80,400,50,34,2,36
Acne_Vulgaris,multi,GDS3218,80,500,50,34,2,36
Acne_Vulgaris,multi,GDS3218,80,600,50,34,2,36
Acne_Vulgaris,multi,GDS3218,80,700,50,34,2,36
Acne_Vulgaris,multi,GDS3218,80,800,50,34,2,36
Acne_Vulgaris,multi,GDS3218,80,900,50,34,2,36
Acne_Vulgaris,multi,GDS2478,90,100,100,35,1,36
Acne_Vulgaris,multi,GDS2478,90,200,100,35,1,36
Acne_Vulgaris,multi,GDS2478,90,300,100,35,1,36
Acne_Vulgaris,multi,GDS2478,90,400,100,35,1,36
Acne_Vulgaris,multi,GDS2478,90,500,100,35,1,36
Acne_Vulgaris,multi,GDS2478,90,600,100,35,1,36
Acne_Vulgaris,multi,GDS2478,90,700,100,35,1,36
Acne_Vulgaris,multi,GDS3215,90,100,0,36,0,36
Acne_Vulgaris,multi,GDS3215,90,200,0,36,0,36
Acne_Vulgaris,multi,GDS3215,90,300,0,36,0,36
Acne_Vulgaris,multi,GDS3215,90,400,0,36,0,36
Acne_Vulgaris,multi,GDS3215,90,500,0,36,0,36
Acne_Vulgaris,multi,GDS3215,90,600,0,36,0,36
Acne_Vulgaris,multi,GDS3215,90,700,0,36,0,36
Acne_Vulgaris,multi,GDS3218,90,100,0,35,1,36
Acne_Vulgaris,multi,GDS3218,90,200,100,35,1,36
Acne_Vulgaris,multi,GDS3218,90,300,100,35,1,36
Acne_Vulgaris,multi,GDS3218,90,400,100,35,1,36
Acne_Vulgaris,multi,GDS3218,90,500,100,35,1,36
Acne_Vulgaris,multi,GDS3218,90,600,100,35,1,36
Acne_Vulgaris,multi,GDS3218,90,700,100,35,1,36
Acne_Vulgaris,multi,GDS3218,90,800,100,35,1,36
Acne_Vulgaris,multi,GDS3218,90,900,100,35,1,36
Aneurysm,single,GDS2838,10,100,33.3333,1,3,4
Aneurysm,single,GDS2838,10,200,33.3333,1,3,4
Aneurysm,single,GDS2838,10,300,33.3333,1,3,4
Aneurysm,single,GDS2838,10,400,33.3333,1,3,4
Aneurysm,single,GDS2838,10,500,33.3333,1,3,4
Aneurysm,single,GDS2838,10,600,33.3333,1,3,4
Aneurysm,single,GDS2838,10,700,33.3333,1,3,4
Aneurysm,single,GDS2838,10,800,33.3333,1,3,4
Aneurysm,single,GDS2838,10,900,33.3333,1,3,4
Aneurysm,single,GDS2838,10,1000,33.3333,1,3,4
Aneurysm,single,GDS2838,10,1100,33.3333,1,3,4
Aneurysm,single,GDS2838,10,1200,33.3333,1,3,4
Aneurysm,single,GDS2838,10,1300,33.3333,1,3,4
Aneurysm,single,GDS2838,10,1400,33.3333,1,3,4
Aneurysm,single,GDS731,10,100,33.3333,1,3,4
Aneurysm,single,GDS731,10,200,33.3333,1,3,4
Aneurysm,single,GDS731,10,300,33.3333,1,3,4
Aneurysm,single,GDS731,10,400,33.3333,1,3,4
Aneurysm,single,GDS731,10,500,33.3333,1,3,4
Aneurysm,single,GDS731,10,600,33.3333,1,3,4
Aneurysm,single,GDS731,10,700,33.3333,1,3,4
Aneurysm,single,GDS731,10,800,33.3333,1,3,4
Aneurysm,single,GDS731,10,900,33.3333,1,3,4
Aneurysm,single,GDS731,10,1000,33.3333,1,3,4
Aneurysm,single,GDS731,10,1100,33.3333,1,3,4
Aneurysm,single,GDS731,10,1200,33.3333,1,3,4
Aneurysm,single,GDS731,10,1300,33.3333,1,3,4
Aneurysm,single,GDS731,10,1400,33.3333,1,3,4
Aneurysm,single,GDS2838,20,100,33.3333,1,3,4
Aneurysm,single,GDS2838,20,200,33.3333,1,3,4
Aneurysm,single,GDS2838,20,300,33.3333,1,3,4
Aneurysm,single,GDS2838,20,400,33.3333,1,3,4
Aneurysm,single,GDS2838,20,500,33.3333,1,3,4
Aneurysm,single,GDS2838,20,600,33.3333,1,3,4
Aneurysm,single,GDS2838,20,700,33.3333,1,3,4
Aneurysm,single,GDS2838,20,800,33.3333,1,3,4
Aneurysm,single,GDS2838,20,900,33.3333,1,3,4
Aneurysm,single,GDS2838,20,1000,33.3333,1,3,4
Aneurysm,single,GDS2838,20,1100,33.3333,1,3,4
Aneurysm,single,GDS2838,20,1200,33.3333,1,3,4
Aneurysm,single,GDS2838,20,1300,33.3333,1,3,4
Aneurysm,single,GDS2838,20,1400,33.3333,1,3,4
Aneurysm,single,GDS731,20,100,33.3333,1,3,4
Aneurysm,single,GDS731,20,200,33.3333,1,3,4
Aneurysm,single,GDS731,20,300,33.3333,1,3,4
Aneurysm,single,GDS731,20,400,33.3333,1,3,4
Aneurysm,single,GDS731,20,500,33.3333,1,3,4
Aneurysm,single,GDS731,20,600,33.3333,1,3,4
Aneurysm,single,GDS731,20,700,33.3333,1,3,4
Aneurysm,single,GDS731,20,800,33.3333,1,3,4
Aneurysm,single,GDS731,20,900,33.3333,1,3,4
Aneurysm,single,GDS731,20,1000,33.3333,1,3,4
Aneurysm,single,GDS731,20,1100,33.3333,1,3,4
Aneurysm,single,GDS731,20,1200,33.3333,1,3,4
Aneurysm,single,GDS731,20,1300,33.3333,1,3,4
Aneurysm,single,GDS731,20,1400,33.3333,1,3,4
Aneurysm,single,GDS2838,30,100,0,2,2,4
Aneurysm,single,GDS2838,30,200,0,2,2,4
Aneurysm,single,GDS2838,30,300,0,2,2,4
Aneurysm,single,GDS2838,30,400,0,2,2,4
Aneurysm,single,GDS2838,30,500,100,2,2,4
Aneurysm,single,GDS2838,30,600,100,2,2,4
Aneurysm,single,GDS2838,30,700,100,2,2,4
Aneurysm,single,GDS2838,30,800,100,2,2,4
Aneurysm,single,GDS2838,30,900,100,2,2,4
Aneurysm,single,GDS2838,30,1000,100,2,2,4
Aneurysm,single,GDS2838,30,1100,100,2,2,4
Aneurysm,single,GDS2838,30,1200,100,2,2,4
Aneurysm,single,GDS2838,30,1300,100,2,2,4
Aneurysm,single,GDS2838,30,1400,100,2,2,4
Aneurysm,single,GDS731,30,100,50,2,2,4
Aneurysm,single,GDS731,30,200,50,2,2,4
Aneurysm,single,GDS731,30,300,50,2,2,4
Aneurysm,single,GDS731,30,400,100,2,2,4
Aneurysm,single,GDS731,30,500,0,2,2,4
Aneurysm,single,GDS731,30,600,0,2,2,4
Aneurysm,single,GDS731,30,700,0,2,2,4
Aneurysm,single,GDS731,30,800,0,2,2,4
Aneurysm,single,GDS731,30,900,0,2,2,4
Aneurysm,single,GDS731,30,1000,0,2,2,4
Aneurysm,single,GDS731,30,1100,0,2,2,4
Aneurysm,single,GDS731,30,1200,0,2,2,4
Aneurysm,single,GDS731,30,1300,0,2,2,4
Aneurysm,single,GDS731,30,1400,0,2,2,4
Aneurysm,single,GDS2838,40,100,0,2,2,4
Aneurysm,single,GDS2838,40,200,0,2,2,4
Aneurysm,single,GDS2838,40,300,0,2,2,4
Aneurysm,single,GDS2838,40,400,0,2,2,4
Aneurysm,single,GDS2838,40,500,100,2,2,4
Aneurysm,single,GDS2838,40,600,100,2,2,4
Aneurysm,single,GDS2838,40,700,100,2,2,4
Aneurysm,single,GDS2838,40,800,100,2,2,4
Aneurysm,single,GDS2838,40,900,100,2,2,4
Aneurysm,single,GDS2838,40,1000,100,2,2,4
Aneurysm,single,GDS2838,40,1100,100,2,2,4
Aneurysm,single,GDS2838,40,1200,100,2,2,4
Aneurysm,single,GDS2838,40,1300,100,2,2,4
Aneurysm,single,GDS2838,40,1400,100,2,2,4
Aneurysm,single,GDS731,40,100,50,2,2,4
Aneurysm,single,GDS731,40,200,50,2,2,4
Aneurysm,single,GDS731,40,300,50,2,2,4
Aneurysm,single,GDS731,40,400,100,2,2,4
Aneurysm,single,GDS731,40,500,0,2,2,4
Aneurysm,single,GDS731,40,600,0,2,2,4
Aneurysm,single,GDS731,40,700,0,2,2,4
Aneurysm,single,GDS731,40,800,0,2,2,4
Aneurysm,single,GDS731,40,900,0,2,2,4
Aneurysm,single,GDS731,40,1000,0,2,2,4
Aneurysm,single,GDS731,40,1100,0,2,2,4
Aneurysm,single,GDS731,40,1200,0,2,2,4
Aneurysm,single,GDS731,40,1300,0,2,2,4
Aneurysm,single,GDS731,40,1400,0,2,2,4
Aneurysm,single,GDS2838,50,100,0,2,2,4
Aneurysm,single,GDS2838,50,200,0,2,2,4
Aneurysm,single,GDS2838,50,300,0,2,2,4
Aneurysm,single,GDS2838,50,400,0,2,2,4
Aneurysm,single,GDS2838,50,500,100,2,2,4
Aneurysm,single,GDS2838,50,600,100,2,2,4
Aneurysm,single,GDS2838,50,700,100,2,2,4
Aneurysm,single,GDS2838,50,800,100,2,2,4
Aneurysm,single,GDS2838,50,900,100,2,2,4
Aneurysm,single,GDS2838,50,1000,100,2,2,4
Aneurysm,single,GDS2838,50,1100,100,2,2,4
Aneurysm,single,GDS2838,50,1200,100,2,2,4
Aneurysm,single,GDS2838,50,1300,100,2,2,4
Aneurysm,single,GDS2838,50,1400,100,2,2,4
Aneurysm,single,GDS731,50,100,50,2,2,4
Aneurysm,single,GDS731,50,200,50,2,2,4
Aneurysm,single,GDS731,50,300,50,2,2,4
Aneurysm,single,GDS731,50,400,100,2,2,4
Aneurysm,single,GDS731,50,500,0,2,2,4
Aneurysm,single,GDS731,50,600,0,2,2,4
Aneurysm,single,GDS731,50,700,0,2,2,4
Aneurysm,single,GDS731,50,800,0,2,2,4
Aneurysm,single,GDS731,50,900,0,2,2,4
Aneurysm,single,GDS731,50,1000,50,2,2,4
Aneurysm,single,GDS731,50,1100,50,2,2,4
Aneurysm,single,GDS731,50,1200,50,2,2,4
Aneurysm,single,GDS731,50,1300,50,2,2,4
Aneurysm,single,GDS731,50,1400,50,2,2,4
Aneurysm,single,GDS2838,60,100,100,3,1,4
Aneurysm,single,GDS2838,60,200,100,3,1,4
Aneurysm,single,GDS2838,60,300,100,3,1,4
Aneurysm,single,GDS2838,60,400,100,3,1,4
Aneurysm,single,GDS2838,60,500,100,3,1,4
Aneurysm,single,GDS2838,60,600,100,3,1,4
Aneurysm,single,GDS2838,60,700,100,3,1,4
Aneurysm,single,GDS2838,60,800,100,3,1,4
Aneurysm,single,GDS2838,60,900,100,3,1,4
Aneurysm,single,GDS2838,60,1000,100,3,1,4
Aneurysm,single,GDS2838,60,1100,100,3,1,4
Aneurysm,single,GDS2838,60,1200,100,3,1,4
Aneurysm,single,GDS2838,60,1300,100,3,1,4
Aneurysm,single,GDS2838,60,1400,100,3,1,4
Aneurysm,single,GDS731,60,100,0,3,1,4
Aneurysm,single,GDS731,60,200,0,3,1,4
Aneurysm,single,GDS731,60,300,0,3,1,4
Aneurysm,single,GDS731,60,400,0,3,1,4
Aneurysm,single,GDS731,60,500,0,3,1,4
Aneurysm,single,GDS731,60,600,0,3,1,4
Aneurysm,single,GDS731,60,700,0,3,1,4
Aneurysm,single,GDS731,60,800,0,3,1,4
Aneurysm,single,GDS731,60,900,0,3,1,4
Aneurysm,single,GDS731,60,1000,0,3,1,4
Aneurysm,single,GDS731,60,1100,0,3,1,4
Aneurysm,single,GDS731,60,1200,0,3,1,4
Aneurysm,single,GDS731,60,1300,0,3,1,4
Aneurysm,single,GDS731,60,1400,0,3,1,4
Aneurysm,single,GDS2838,70,100,100,3,1,4
Aneurysm,single,GDS2838,70,200,100,3,1,4
Aneurysm,single,GDS2838,70,300,100,3,1,4
Aneurysm,single,GDS2838,70,400,100,3,1,4
Aneurysm,single,GDS2838,70,500,100,3,1,4
Aneurysm,single,GDS2838,70,600,100,3,1,4
Aneurysm,single,GDS2838,70,700,100,3,1,4
Aneurysm,single,GDS2838,70,800,100,3,1,4
Aneurysm,single,GDS2838,70,900,100,3,1,4
Aneurysm,single,GDS2838,70,1000,100,3,1,4
Aneurysm,single,GDS2838,70,1100,100,3,1,4
Aneurysm,single,GDS2838,70,1200,100,3,1,4
Aneurysm,single,GDS2838,70,1300,100,3,1,4
Aneurysm,single,GDS2838,70,1400,100,3,1,4
Aneurysm,single,GDS731,70,100,0,3,1,4
Aneurysm,single,GDS731,70,200,0,3,1,4
Aneurysm,single,GDS731,70,300,0,3,1,4
Aneurysm,single,GDS731,70,400,0,3,1,4
Aneurysm,single,GDS731,70,500,0,3,1,4
Aneurysm,single,GDS731,70,600,0,3,1,4
Aneurysm,single,GDS731,70,700,0,3,1,4
Aneurysm,single,GDS731,70,800,0,3,1,4
Aneurysm,single,GDS731,70,900,0,3,1,4
Aneurysm,single,GDS731,70,1000,0,3,1,4
Aneurysm,single,GDS731,70,1100,0,3,1,4
Aneurysm,single,GDS731,70,1200,0,3,1,4
Aneurysm,single,GDS731,70,1300,0,3,1,4
Aneurysm,single,GDS731,70,1400,0,3,1,4
Aneurysm,single,GDS2838,80,100,0,4,0,4
Aneurysm,single,GDS2838,80,200,0,4,0,4
Aneurysm,single,GDS2838,80,300,0,4,0,4
Aneurysm,single,GDS2838,80,400,0,4,0,4
Aneurysm,single,GDS2838,80,500,0,4,0,4
Aneurysm,single,GDS2838,80,600,0,4,0,4
Aneurysm,single,GDS2838,80,700,0,4,0,4
Aneurysm,single,GDS2838,80,800,0,4,0,4
Aneurysm,single,GDS2838,80,900,0,4,0,4
Aneurysm,single,GDS2838,80,1000,0,4,0,4
Aneurysm,single,GDS2838,80,1100,0,4,0,4
Aneurysm,single,GDS2838,80,1200,0,4,0,4
Aneurysm,single,GDS2838,80,1300,0,4,0,4
Aneurysm,single,GDS2838,80,1400,0,4,0,4
Aneurysm,single,GDS731,80,100,0,4,0,4
Aneurysm,single,GDS731,80,200,0,4,0,4
Aneurysm,single,GDS731,80,300,0,4,0,4
Aneurysm,single,GDS731,80,400,0,4,0,4
Aneurysm,single,GDS731,80,500,0,4,0,4
Aneurysm,single,GDS731,80,600,0,4,0,4
Aneurysm,single,GDS731,80,700,0,4,0,4
Aneurysm,single,GDS731,80,800,0,4,0,4
Aneurysm,single,GDS731,80,900,0,4,0,4
Aneurysm,single,GDS731,80,1000,0,4,0,4
Aneurysm,single,GDS731,80,1100,0,4,0,4
Aneurysm,single,GDS731,80,1200,0,4,0,4
Aneurysm,single,GDS731,80,1300,0,4,0,4
Aneurysm,single,GDS731,80,1400,0,4,0,4
Aneurysm,single,GDS2838,90,100,0,4,0,4
Aneurysm,single,GDS2838,90,200,0,4,0,4
Aneurysm,single,GDS2838,90,300,0,4,0,4
Aneurysm,single,GDS2838,90,400,0,4,0,4
Aneurysm,single,GDS2838,90,500,0,4,0,4
Aneurysm,single,GDS2838,90,600,0,4,0,4
Aneurysm,single,GDS2838,90,700,0,4,0,4
Aneurysm,single,GDS2838,90,800,0,4,0,4
Aneurysm,single,GDS2838,90,900,0,4,0,4
Aneurysm,single,GDS2838,90,1000,0,4,0,4
Aneurysm,single,GDS2838,90,1100,0,4,0,4
Aneurysm,single,GDS2838,90,1200,0,4,0,4
Aneurysm,single,GDS2838,90,1300,0,4,0,4
Aneurysm,single,GDS2838,90,1400,0,4,0,4
Aneurysm,single,GDS731,90,100,0,4,0,4
Aneurysm,single,GDS731,90,200,0,4,0,4
Aneurysm,single,GDS731,90,300,0,4,0,4
Aneurysm,single,GDS731,90,400,0,4,0,4
Aneurysm,single,GDS731,90,500,0,4,0,4
Aneurysm,single,GDS731,90,600,0,4,0,4
Aneurysm,single,GDS731,90,700,0,4,0,4
Aneurysm,single,GDS731,90,800,0,4,0,4
Aneurysm,single,GDS731,90,900,0,4,0,4
Aneurysm,single,GDS731,90,1000,0,4,0,4
Aneurysm,single,GDS731,90,1100,0,4,0,4
Aneurysm,single,GDS731,90,1200,0,4,0,4
Aneurysm,single,GDS731,90,1300,0,4,0,4
Aneurysm,single,GDS731,90,1400,0,4,0,4
Aneurysm,multi,GDS2838,10,100,33.3333,5,3,8
Aneurysm,multi,GDS2838,10,200,33.3333,5,3,8
Aneurysm,multi,GDS2838,10,300,33.3333,5,3,8
Aneurysm,multi,GDS2838,10,400,33.3333,5,3,8
Aneurysm,multi,GDS2838,10,500,33.3333,5,3,8
Aneurysm,multi,GDS2838,10,600,33.3333,5,3,8
Aneurysm,multi,GDS2838,10,700,33.3333,5,3,8
Aneurysm,multi,GDS2838,10,800,33.3333,5,3,8
Aneurysm,multi,GDS2838,10,900,33.3333,5,3,8
Aneurysm,multi,GDS2838,10,1000,33.3333,5,3,8
Aneurysm,multi,GDS2838,10,1100,33.3333,5,3,8
Aneurysm,multi,GDS2838,10,1200,33.3333,5,3,8
Aneurysm,multi,GDS2838,10,1300,33.3333,5,3,8
Aneurysm,multi,GDS2838,10,1400,33.3333,5,3,8
Aneurysm,multi,GDS731,10,100,33.3333,5,3,8
Aneurysm,multi,GDS731,10,200,33.3333,5,3,8
Aneurysm,multi,GDS731,10,300,33.3333,5,3,8
Aneurysm,multi,GDS731,10,400,33.3333,5,3,8
Aneurysm,multi,GDS731,10,500,33.3333,5,3,8
Aneurysm,multi,GDS731,10,600,33.3333,5,3,8
Aneurysm,multi,GDS731,10,700,33.3333,5,3,8
Aneurysm,multi,GDS731,10,800,33.3333,5,3,8
Aneurysm,multi,GDS731,10,900,33.3333,5,3,8
Aneurysm,multi,GDS731,10,1000,33.3333,5,3,8
Aneurysm,multi,GDS731,10,1100,33.3333,5,3,8
Aneurysm,multi,GDS731,10,1200,33.3333,5,3,8
Aneurysm,multi,GDS731,10,1300,33.3333,5,3,8
Aneurysm,multi,GDS731,10,1400,33.3333,5,3,8
Aneurysm,multi,GDS2838,20,100,33.3333,5,3,8
Aneurysm,multi,GDS2838,20,200,33.3333,5,3,8
Aneurysm,multi,GDS2838,20,300,33.3333,5,3,8
Aneurysm,multi,GDS2838,20,400,33.3333,5,3,8
Aneurysm,multi,GDS2838,20,500,33.3333,5,3,8
Aneurysm,multi,GDS2838,20,600,33.3333,5,3,8
Aneurysm,multi,GDS2838,20,700,33.3333,5,3,8
Aneurysm,multi,GDS2838,20,800,33.3333,5,3,8
Aneurysm,multi,GDS2838,20,900,33.3333,5,3,8
Aneurysm,multi,GDS2838,20,1000,33.3333,5,3,8
Aneurysm,multi,GDS2838,20,1100,33.3333,5,3,8
Aneurysm,multi,GDS2838,20,1200,33.3333,5,3,8
Aneurysm,multi,GDS2838,20,1300,33.3333,5,3,8
Aneurysm,multi,GDS2838,20,1400,33.3333,5,3,8
Aneurysm,multi,GDS731,20,100,33.3333,5,3,8
Aneurysm,multi,GDS731,20,200,33.3333,5,3,8
Aneurysm,multi,GDS731,20,300,33.3333,5,3,8
Aneurysm,multi,GDS731,20,400,33.3333,5,3,8
Aneurysm,multi,GDS731,20,500,33.3333,5,3,8
Aneurysm,multi,GDS731,20,600,33.3333,5,3,8
Aneurysm,multi,GDS731,20,700,33.3333,5,3,8
Aneurysm,multi,GDS731,20,800,33.3333,5,3,8
Aneurysm,multi,GDS731,20,900,33.3333,5,3,8
Aneurysm,multi,GDS731,20,1000,33.3333,5,3,8
Aneurysm,multi,GDS731,20,1100,33.3333,5,3,8
Aneurysm,multi,GDS731,20,1200,33.3333,5,3,8
Aneurysm,multi,GDS731,20,1300,33.3333,5,3,8
Aneurysm,multi,GDS731,20,1400,33.3333,5,3,8
Aneurysm,multi,GDS2838,30,100,0,6,2,8
Aneurysm,multi,GDS2838,30,200,0,6,2,8
Aneurysm,multi,GDS2838,30,300,0,6,2,8
Aneurysm,multi,GDS2838,30,400,0,6,2,8
Aneurysm,multi,GDS2838,30,500,100,6,2,8
Aneurysm,multi,GDS2838,30,600,100,6,2,8
Aneurysm,multi,GDS2838,30,700,100,6,2,8
Aneurysm,multi,GDS2838,30,800,100,6,2,8
Aneurysm,multi,GDS2838,30,900,100,6,2,8
Aneurysm,multi,GDS2838,30,1000,100,6,2,8
Aneurysm,multi,GDS2838,30,1100,100,6,2,8
Aneurysm,multi,GDS2838,30,1200,100,6,2,8
Aneurysm,multi,GDS2838,30,1300,100,6,2,8
Aneurysm,multi,GDS2838,30,1400,100,6,2,8
Aneurysm,multi,GDS731,30,100,50,6,2,8
Aneurysm,multi,GDS731,30,200,50,6,2,8
Aneurysm,multi,GDS731,30,300,50,6,2,8
Aneurysm,multi,GDS731,30,400,50,6,2,8
Aneurysm,multi,GDS731,30,500,0,6,2,8
Aneurysm,multi,GDS731,30,600,0,6,2,8
Aneurysm,multi,GDS731,30,700,0,6,2,8
Aneurysm,multi,GDS731,30,800,0,6,2,8
Aneurysm,multi,GDS731,30,900,0,6,2,8
Aneurysm,multi,GDS731,30,1000,0,6,2,8
Aneurysm,multi,GDS731,30,1100,0,6,2,8
Aneurysm,multi,GDS731,30,1200,0,6,2,8
Aneurysm,multi,GDS731,30,1300,0,6,2,8
Aneurysm,multi,GDS731,30,1400,0,6,2,8
Aneurysm,multi,GDS2838,40,100,0,6,2,8
Aneurysm,multi,GDS2838,40,200,0,6,2,8
Aneurysm,multi,GDS2838,40,300,0,6,2,8
Aneurysm,multi,GDS2838,40,400,0,6,2,8
Aneurysm,multi,GDS2838,40,500,100,6,2,8
Aneurysm,multi,GDS2838,40,600,100,6,2,8
Aneurysm,multi,GDS2838,40,700,100,6,2,8
Aneurysm,multi,GDS2838,40,800,100,6,2,8
Aneurysm,multi,GDS2838,40,900,100,6,2,8
Aneurysm,multi,GDS2838,40,1000,100,6,2,8
Aneurysm,multi,GDS2838,40,1100,100,6,2,8
Aneurysm,multi,GDS2838,40,1200,100,6,2,8
Aneurysm,multi,GDS2838,40,1300,100,6,2,8
Aneurysm,multi,GDS2838,40,1400,100,6,2,8
Aneurysm,multi,GDS731,40,100,50,6,2,8
Aneurysm,multi,GDS731,40,200,50,6,2,8
Aneurysm,multi,GDS731,40,300,50,6,2,8
Aneurysm,multi,GDS731,40,400,50,6,2,8
Aneurysm,multi,GDS731,40,500,0,6,2,8
Aneurysm,multi,GDS731,40,600,0,6,2,8
Aneurysm,multi,GDS731,40,700,0,6,2,8
Aneurysm,multi,GDS731,40,800,0,6,2,8
Aneurysm,multi,GDS731,40,900,0,6,2,8
