Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476	1	3208470	21935736	10337	0.0026
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476	1	21936461	21939320	2	-1.0139
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476	1	21939925	29959696	3643	0.0055
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476	1	29959957	29959961	2	-1.1703
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476	1	29962868	57897708	15691	-5e-04
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476	1	57899105	57899108	2	-1.1934
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476	1	57902224	157384314	42805	0.0033
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476	1	157390117	157391065	3	-0.9262
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476	1	157396203	187289299	19611	0.0036
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476	1	187300857	187301399	4	-0.9805
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476	1	187304499	245880329	37045	0.0017
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476	2	474222	71928983	42128	0.004
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476	2	71929434	71929494	2	-1.1941
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476	2	71930087	107955552	15093	-4e-04
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476	2	107955746	107956456	7	-0.7592
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476	2	107956622	163007888	28616	0.0018
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476	2	163008216	163009508	2	-1.4385
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476	2	163016601	172537087	5659	0.005
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476	2	172543089	172548631	3	-1.1584
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476	2	172549620	242124735	39859	0.0042
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476	3	526235	14603223	7514	1e-04
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476	3	14603347	14607214	3	-1.1145
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476	3	14607570	17692271	1929	0.0023
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476	3	17697228	17699343	3	-1.0796
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476	3	17700217	65547738	27573	0.0017
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476	3	65548907	65549479	2	-1.2073
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476	3	65550051	89105106	13280	0.0049
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476	3	89109736	89112012	5	-1.0631
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476	3	89113012	108956555	8042	0.0054
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476	3	108957542	108961729	4	-0.9768
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476	3	108961895	147220172	21697	0.0023
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476	3	147220646	147221211	3	-1.1066
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476	3	147223160	166084778	9706	9e-04
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476	3	166086987	166090975	2	-1.9201
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476	3	166092960	176406535	5210	0
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476	3	176406712	176407323	2	-1.501
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476	3	176408669	199023074	11459	9e-04
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476	4	1043934	81528580	44156	0.0033
