Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	51598	219482	23	0.2084
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	219540	16022502	8401	-0.1279
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	16026084	16026788	7	-1.4231
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	16026826	16703170	298	-0.1135
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	16703407	17170285	182	0.1199
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	17171083	47523599	17262	-0.1264
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	47523604	47529770	2	-1.2759
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	47532468	56267709	5206	-0.1276
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	56267956	56269233	3	-2.4134
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	56272039	61886594	4311	-0.1333
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	61886769	61890775	3	-1.593
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	61892397	70770030	6199	-0.1226
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	70770227	70770533	3	-1.186
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	70771374	72541086	1104	-0.1263
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	72541504	72583736	46	1.0093
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	72584492	105822742	21069	-0.1195
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	105822904	105823898	10	-0.7137
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	105825578	110025907	2658	-0.116
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	110025950	110047653	35	0.3001
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	110047796	112491849	1955	-0.1191
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	112497488	112498711	20	-0.7565
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	112498721	120365500	5075	-0.1249
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	120370130	120394397	6	0.4825
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	120408677	121057404	113	-0.1162
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	121137742	147812010	1367	0.1225
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	147815337	147815350	2	1.3963
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	147845346	150822330	1493	0.0951
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	150822391	150853218	34	0.5048
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	150857118	167483561	11561	0.0824
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	167500598	167508390	7	1.1182
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	167509025	187289596	13047	0.0863
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	187293846	187297984	7	-1.3047
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	187299103	194981496	5165	0.0931
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	194994473	195068625	92	0.5635
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	195068695	196571159	828	0.1089
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	196573483	196574402	3	-1.7315
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	196577982	208137685	7999	0.084
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	208148236	208150607	3	-1.3092
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	208153175	238145728	20919	0.0841
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	238147730	238182010	27	-1.2184
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	1	238184344	247191011	6210	0.0924
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	2	2784	4183562	2991	0.0651
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	2	4191739	4201042	36	-0.5387
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	2	4201387	5653490	1166	0.0768
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	2	5653772	5655236	5	-0.5909
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	2	5655268	9897336	3400	0.0782
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	2	9901627	9903176	3	-0.8678
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	2	9905351	22472042	9100	0.068
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	2	22474119	22474801	2	-1.1252
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	2	22475341	34544573	7433	0.0674
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	2	34552819	34590561	46	-0.3151
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	2	34590667	52608385	13063	0.0692
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	2	52612257	52635046	33	0.8468
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	2	52641453	79131544	17200	0.0738
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	2	79134734	79135914	3	-1.1572
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	2	79136960	87214683	4852	0.0678
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	2	87227404	87267503	15	0.7376
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	2	87267863	87592428	133	0.395
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	2	87596763	87777487	40	0.6448
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	2	87805782	115255865	12057	0.0738
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	2	115256049	115258186	8	0.7117
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	2	115258214	123193484	4972	0.0652
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	2	123196369	123198711	9	-0.7543
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	2	123200123	136179301	7837	0.0107
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	2	136181288	136181612	3	-1.4437
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	2	136182326	159413855	14249	-0.0093
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	2	159418942	159434736	6	-0.7426
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	2	159438339	195068855	21604	-0.0104
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	2	195073720	195074764	5	-1.0464
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	2	195083754	242135208	29736	-0.0117
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	2	242135367	242135485	2	-1.4882
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	2	242144065	242738129	194	0.0418
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	3	35345	3613783	3255	0.1035
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	3	3614856	3615271	2	1.4039
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	3	3616415	26576104	16819	-0.0802
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	3	26576764	26586889	9	-1.0806
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	3	26586902	26588205	8	0.0172
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	3	26589978	26590953	9	-1.0616
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	3	26590974	47453513	13491	-0.1134
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	3	47466826	47467724	2	-2.2618
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	3	47472218	53003415	2226	-0.1163
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	3	53006776	53013677	28	0.2299
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	3	53013802	68814718	12057	-0.1246
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	3	68828854	68830103	15	0.9716
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	3	68831448	75651239	4943	-0.1258
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	3	75655239	75691329	9	0.6339
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	3	75695864	89469791	7724	-0.1136
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	3	89477282	89502071	51	-0.848
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	3	89502611	100427166	3248	-0.1175
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	3	100427201	100427989	12	-0.5127
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	3	100428085	100431746	13	-1.1966
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	3	100431759	100432111	11	-0.5525
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	3	100433654	112202684	7066	-0.1255
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	3	112206557	112211099	2	-1.3665
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	3	112214198	126918927	9211	-0.1244
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	3	126926298	126941452	10	0.7757
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	3	126945019	127147695	73	-0.0887
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	3	127151006	127163190	6	-0.8288
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	3	127163293	131245549	2394	-0.1395
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A01_771652	3	131246388	131293961	61	0.4291
