Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_F09_771514	1	3208470	87191059	48079	0.0047
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_F09_771514	1	87194648	87195035	2	-1.4239
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_F09_771514	1	87195606	245880329	81064	0.0032
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_F09_771514	2	474222	34384621	20596	-7e-04
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_F09_771514	2	34384749	34385279	2	-4.7641
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_F09_771514	2	34385520	62497014	15735	-0.0039
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_F09_771514	2	62498764	62500513	2	1.356
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_F09_771514	2	62504099	67405947	2897	0.0026
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_F09_771514	2	67408345	67408444	2	-1.4109
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_F09_771514	2	67408809	242124735	92135	-7e-04
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_F09_771514	3	526235	180120675	96603	0.0045
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_F09_771514	3	180137663	180148166	7	-1.2609
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_F09_771514	3	180151916	199023074	9824	0.0026
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_F09_771514	4	1043934	93792822	51220	0.0053
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_F09_771514	4	93830183	93862859	22	-1.0895
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_F09_771514	4	93865524	93874521	8	-0.0849
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_F09_771514	4	93877274	93886082	4	-1.1951
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_F09_771514	4	93886574	122194125	15976	0.0027
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_F09_771514	4	122199921	122200088	2	-1.4731
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_F09_771514	4	122201572	181034152	31827	0.0046
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_F09_771514	4	181034268	181034336	2	-2.2573
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_F09_771514	4	181035263	189836143	3728	-0.0062
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_F09_771514	5	967233	16365851	10084	0.0071
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_F09_771514	5	16367390	16368231	3	-1.2955
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_F09_771514	5	16370747	30690375	7426	0.0052
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_F09_771514	5	30690733	30695325	2	-1.4858
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_F09_771514	5	30696182	142393211	59353	0.0026
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_F09_771514	5	142396091	142396267	2	-1.9395
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_F09_771514	5	142396424	150128856	5008	0.0066
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_F09_771514	5	150129210	150131464	2	1.3219
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_F09_771514	5	150131677	180293075	18673	0.0031
