Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_C09_771624	1	3208470	93884301	52104	0.0017
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_C09_771624	1	93890011	93890020	2	-1.4116
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_C09_771624	1	93890060	98948845	3104	0.0031
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_C09_771624	1	98949916	98952600	3	-1.157
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_C09_771624	1	98952695	196748831	42177	0.0039
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_C09_771624	1	196748847	196748860	2	-0.9949
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_C09_771624	1	196748979	201399796	2937	-0.0025
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_C09_771624	1	201399884	201399899	2	-1.556
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_C09_771624	1	201400116	238145171	24416	0.0028
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_C09_771624	1	238145728	238182010	28	-0.9101
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_C09_771624	1	238184344	245880329	4370	-0.0012
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_C09_771624	2	474222	19437965	12232	0.0017
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_C09_771624	2	19442988	19443320	2	-0.9805
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_C09_771624	2	19455506	125876687	53369	5e-04
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_C09_771624	2	125878884	125884430	2	-0.9719
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_C09_771624	2	125884687	159418942	18157	0.0013
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_C09_771624	2	159421882	159434736	5	-0.6918
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_C09_771624	2	159438339	242124735	47602	0.0027
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_C09_771624	3	526235	87866391	49740	4e-04
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_C09_771624	3	87866666	87866863	2	-1.3996
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_C09_771624	3	87868208	178765503	46110	0.0025
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_C09_771624	3	178765557	178765797	3	0.7746
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_C09_771624	3	178767881	189413207	5795	0.0019
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_C09_771624	3	189414346	189416055	2	-0.979
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_C09_771624	3	189417543	195648140	3869	-0.0017
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_C09_771624	3	195651220	195654304	2	-0.9107
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_C09_771624	3	195654601	199023074	911	-0.0015
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_C09_771624	4	1043934	2715306	609	0.0136
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_C09_771624	4	2715532	2718461	2	-1.0616
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_C09_771624	4	2718807	22320054	12878	0.0015
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_C09_771624	4	22320167	22320176	2	-1.0436
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_C09_771624	4	22324128	84132406	32215	0.0035
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_C09_771624	4	84133755	84136490	3	-1.0285
