Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_G10_771622	1	51598	5290540	2321	-0.0599
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_G10_771622	1	5291209	5303445	5	-1.3224
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_G10_771622	1	5308749	12768450	4208	-0.103
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_G10_771622	1	12775335	12790553	24	0.3978
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_G10_771622	1	12795972	15362269	1440	-0.1248
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_G10_771622	1	15362386	15362449	2	-2.1878
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_G10_771622	1	15362518	16022502	424	-0.0715
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_G10_771622	1	16026084	16026512	6	-1.1726
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_G10_771622	1	16026788	16688677	295	-0.065
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_G10_771622	1	16692220	16961936	96	-0.5335
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_G10_771622	1	16965844	17097954	32	-0.2357
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_G10_771622	1	17098117	17101293	2	1.9058
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_G10_771622	1	17108271	25318097	5220	-0.1083
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_G10_771622	1	25319868	25319976	2	-1.8792
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_G10_771622	1	25320009	25455928	101	-0.1292
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_G10_771622	1	25465715	25534592	30	-0.8166
DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_G10_771622	1	25534799	26702314	555	-0.0992
